inst,group,lrc_dev,sharpe,sharpe_gross,cagr,exposure,inside_pct,trades,win_rate,avg_bars,max_bars,long_trades,short_trades,long_pnl,short_pnl,both_band_bars,bars,start,end
NASDAQ,US daily,2.5,-0.06894277574275057,-0.0014902282919654454,-0.02609341782164125,0.4148280659908567,0.8958457563108726,231,0.6190476190476191,9.034632034632034,41,117,114,-0.018690598680192794,-0.10191173745082205,0,5031,1999-01-04,2018-12-31
NASDAQ,US daily,3.0,-0.07310874657956207,-0.005170016583811659,-0.02710914261225089,0.4249652156628901,0.9193003379049891,235,0.6127659574468085,9.097872340425532,41,121,114,0.030073349862741627,-0.1654138719539472,0,5031,1999-01-04,2018-12-31
GOOG,US daily,0.5,-0.34659844827724046,-0.30987388121802356,-0.043254745362637056,0.16201117318435754,0.25139664804469275,35,0.6857142857142857,9.942857142857143,37,17,18,0.1939985175068744,-0.5020285094262507,0,2148,2004-08-19,2013-03-01
GOOG,US daily,1.0,-0.09014068151904968,-0.04057390614423394,-0.02400849947229188,0.2797951582867784,0.4795158286778399,63,0.7142857142857143,9.53968253968254,37,33,30,0.3072172402086942,-0.3898670507260259,0,2148,2004-08-19,2013-03-01
GOOG,US daily,1.5,-0.3857786511727587,-0.33872019808628995,-0.09178760829457808,0.38314711359404097,0.6261638733705773,80,0.6875,10.2875,37,39,41,0.007911485686578124,-0.6204426011639446,0,2148,2004-08-19,2013-03-01
GOOG,US daily,2.0,-0.5665094514132426,-0.5184658273189853,-0.12758422760533983,0.4292364990689013,0.7537243947858473,84,0.6309523809523809,10.976190476190476,38,40,44,-0.028383337177222523,-0.9149463102061564,0,2148,2004-08-19,2013-03-01
GOOG,US daily,2.5,-0.5682606629639063,-0.5194007048682812,-0.13211454788778715,0.44878957169459965,0.7956238361266295,88,0.6363636363636364,10.954545454545455,38,43,45,-0.042327663816091377,-0.9323497893475081,0,2148,2004-08-19,2013-03-01
GOOG,US daily,3.0,-0.5682606629639063,-0.5194007048682812,-0.13211454788778715,0.44878957169459965,0.8142458100558659,88,0.6363636363636364,10.954545454545455,38,43,45,-0.042327663816091377,-0.9323497893475081,0,2148,2004-08-19,2013-03-01
EURUSD,US daily,0.5,-1.2143402688968314,-0.30645170630783414,-0.007558117339985889,0.1832,0.2516,114,0.49122807017543857,8.035087719298245,48,60,54,-0.030900681404065752,-0.06224380098947545,3,5000,2017-04-19,2018-02-07
EURUSD,US daily,1.0,-1.4648918141916802,-0.19099889835653955,-0.012050023161581913,0.3102,0.5168,210,0.49523809523809526,7.385714285714286,48,102,108,-0.03788680915112638,-0.0969715170433778,5,5000,2017-04-19,2018-02-07
EURUSD,US daily,1.5,-1.6977788161462486,-0.20965704680050767,-0.016094787062204668,0.4168,0.708,283,0.47703180212014135,7.363957597173145,48,132,151,-0.03671437064661894,-0.14281280650218267,5,5000,2017-04-19,2018-02-07
EURUSD,US daily,2.0,-1.82276569442179,-0.26939104881327086,-0.018415959317177582,0.4704,0.8326,316,0.4778481012658228,7.443037974683544,48,151,165,-0.04539069551910126,-0.16487205365616445,6,5000,2017-04-19,2018-02-07
EURUSD,US daily,2.5,-1.8410941101521159,-0.2256284015120035,-0.019149995082020758,0.4982,0.906,338,0.47928994082840237,7.3698224852071,48,157,181,-0.04687199376957253,-0.1671704786508047,6,5000,2017-04-19,2018-02-07
EURUSD,US daily,3.0,-1.8620497509419844,-0.24554705359040682,-0.01939974980774773,0.5004,0.9178,339,0.471976401179941,7.380530973451328,48,157,182,-0.04687199376957253,-0.17171902029349267,6,5000,2017-04-19,2018-02-07
NIFTY50,NSE daily,0.5,-0.4449461490410777,-0.4007545728302687,-0.0403565071026688,0.15964275746581078,0.26904828356126154,53,0.5660377358490566,10.79245283018868,50,23,30,-0.2053763979674887,-0.3022078695352356,0,3583,2012-02-21,2026-08-31
NIFTY50,NSE daily,1.0,-0.3774234524630988,-0.30672698077242067,-0.03890723956610862,0.2581635500976835,0.5057214624616243,94,0.6063829787234043,9.840425531914894,50,42,52,-0.024552051919348283,-0.42972919080566363,0,3583,2012-02-21,2026-08-31
NIFTY50,NSE daily,1.5,-0.28148576837307515,-0.19486723670918332,-0.032627101218867596,0.31928551493162155,0.6589450181412224,123,0.6178861788617886,9.300813008130081,50,60,63,0.20145415557685953,-0.5397980440058459,0,3583,2012-02-21,2026-08-31
NIFTY50,NSE daily,2.0,-0.14054215520689406,-0.04532695425016083,-0.020990339585154075,0.3647781188947809,0.7837008093776165,147,0.6462585034013606,8.891156462585034,50,76,71,0.44783824214117285,-0.591304796846621,0,3583,2012-02-21,2026-08-31
NIFTY50,NSE daily,2.5,-0.08401961931753943,0.016940259638849566,-0.015651279334482494,0.3940831705274909,0.8710577728160759,161,0.6521739130434783,8.770186335403727,50,82,79,0.47193386728805065,-0.5254238192749354,0,3583,2012-02-21,2026-08-31
NIFTY50,NSE daily,3.0,-0.08401961931753943,0.016940259638849566,-0.015651279334482494,0.3940831705274909,0.8847334635780073,161,0.6521739130434783,8.770186335403727,50,82,79,0.47193386728805065,-0.5254238192749354,0,3583,2012-02-21,2026-08-31
BANKNIFTY,NSE daily,0.5,-0.2923820391458961,-0.2567474448190842,-0.03701203480037443,0.1456879709740441,0.2637454646943902,55,0.6727272727272727,9.49090909090909,34,27,28,-0.3462981274882474,-0.07688550564819074,0,3583,2012-02-21,2026-08-31
BANKNIFTY,NSE daily,1.0,-0.43279877222845253,-0.3725447823379587,-0.0600432185798592,0.2804912084845102,0.496232207647223,107,0.5887850467289719,9.392523364485982,38,46,61,-0.2044624722052239,-0.5097654701421914,0,3583,2012-02-21,2026-08-31
BANKNIFTY,NSE daily,1.5,-0.3550967219795039,-0.2844554329825943,-0.05669621902478014,0.3463578007256489,0.6497348590566564,138,0.5869565217391305,8.992753623188406,38,64,74,-0.17881489347949342,-0.44579645110774824,0,3583,2012-02-21,2026-08-31
BANKNIFTY,NSE daily,2.0,-0.3205821090592024,-0.243403313751204,-0.05867988313907763,0.41585263745464696,0.8060284677644433,167,0.5808383233532934,8.922155688622755,38,81,86,0.028613120292748317,-0.6383340936438946,0,3583,2012-02-21,2026-08-31
BANKNIFTY,NSE daily,2.5,-0.25762805864774224,-0.17870356767368248,-0.050755499866243385,0.42980742394641364,0.8785933575216299,174,0.5862068965517241,8.850574712643677,38,85,89,0.18309372172394855,-0.6638954800450176,0,3583,2012-02-21,2026-08-31
BANKNIFTY,NSE daily,3.0,-0.21817243892941135,-0.13955853890420755,-0.04547207564981394,0.43008651967624895,0.8841752721183366,175,0.5885714285714285,8.805714285714286,38,85,90,0.18309372172394855,-0.5812382207633997,0,3583,2012-02-21,2026-08-31
NIFTY500,NSE daily,0.5,-0.49690037220674166,-0.4553831824692159,-0.04159740272949382,0.14764164108289143,0.2603963159363662,47,0.48936170212765956,11.25531914893617,40,18,29,-0.2401589391650144,-0.29498018299917267,0,3583,2012-02-21,2026-08-31
NIFTY500,NSE daily,1.0,-0.3919090744596981,-0.3249287120625751,-0.038630282930599315,0.23583589171085684,0.4750209321797377,86,0.5581395348837209,9.825581395348838,40,39,47,-0.10583720347807596,-0.35277178162420314,0,3583,2012-02-21,2026-08-31
NIFTY500,NSE daily,1.5,-0.45026056757802807,-0.36819344166100315,-0.049261168250340964,0.3131454088752442,0.6374546469439017,118,0.559322033898305,9.508474576271187,40,58,60,-0.026644028352491245,-0.5593864763006229,0,3583,2012-02-21,2026-08-31
NIFTY500,NSE daily,2.0,-0.41149069563214036,-0.3211770492054365,-0.0486944463395233,0.35612615126988556,0.7716996929946972,138,0.5797101449275363,9.246376811594203,40,70,68,0.14187525204158669,-0.6999622200770976,0,3583,2012-02-21,2026-08-31
NIFTY500,NSE daily,2.5,-0.3500465706392342,-0.2552003081239071,-0.04343790831528475,0.37984928830588893,0.8442645827518839,148,0.5945945945945946,9.195945945945946,40,75,73,0.20805323302570128,-0.6791966713572724,0,3583,2012-02-21,2026-08-31
NIFTY500,NSE daily,3.0,-0.35010960480934594,-0.25474956788673364,-0.04449434348774803,0.39240859614847895,0.8855707507675132,152,0.5921052631578947,9.25,40,78,74,0.1965484636217476,-0.6776219871920692,0,3583,2012-02-21,2026-08-31
RELIANCE,NSE daily,0.5,-0.2721139795276684,-0.23507297846142594,-0.04978302757560268,0.17680714485068377,0.27700251186156855,155,0.6193548387096774,8.174193548387096,47,72,83,0.9390989382671611,-2.0006669736356524,0,7166,1997-11-06,2026-08-31
RELIANCE,NSE daily,1.0,-0.25643125889169444,-0.20645491368535085,-0.05913103252416698,0.29067820262349986,0.508791515489813,251,0.5976095617529881,8.298804780876495,47,117,134,0.7600114117885637,-1.9204331686165648,1,7166,1997-11-06,2026-08-31
RELIANCE,NSE daily,1.5,-0.24052179041143776,-0.1832893258827145,-0.07005225176626839,0.3933854312029026,0.7331844822774212,342,0.6081871345029239,8.242690058479532,47,162,180,1.3906284530305486,-2.6544122708381064,1,7166,1997-11-06,2026-08-31
RELIANCE,NSE daily,2.0,-0.24492485518796983,-0.18495530606776334,-0.07992257721630597,0.455205135361429,0.8717555121406643,394,0.6142131979695431,8.279187817258883,47,182,212,1.4623708196556677,-2.8716619839305046,1,7166,1997-11-06,2026-08-31
RELIANCE,NSE daily,2.5,-0.2844224938094948,-0.22281130157052612,-0.09046409004328179,0.469020373988278,0.9306447111359196,413,0.612590799031477,8.138014527845037,47,190,223,1.2828355603235084,-2.9791287454289046,2,7166,1997-11-06,2026-08-31
RELIANCE,NSE daily,3.0,-0.3029277305665939,-0.24135888041780587,-0.09533452831206739,0.471950879151549,0.9443204018978509,416,0.6105769230769231,8.129807692307692,47,190,226,1.2828355603235084,-3.117391562792256,2,7166,1997-11-06,2026-08-31
HDFCBANK,NSE daily,0.5,-0.09456243111080632,-0.04965189350902621,-0.014943233834830821,0.1252752947272963,0.215831066200285,142,0.6126760563380281,6.809859154929577,39,61,81,0.3384801692217739,-0.5663999810759139,2,7719,1995-06-14,2026-08-31
HDFCBANK,NSE daily,1.0,-0.19996927979793327,-0.14810922788433797,-0.04926003282332759,0.2479595802565099,0.4372328021764477,279,0.6129032258064516,6.860215053763441,50,130,149,0.26780498791385665,-1.2033990133650228,3,7719,1995-06-14,2026-08-31
HDFCBANK,NSE daily,1.5,-0.20422752024461427,-0.1376256382669381,-0.05875343517609899,0.34045860862806065,0.6785853089778469,407,0.597051597051597,6.457002457002457,51,181,226,0.49531415544248797,-1.5383048400019754,5,7719,1995-06-14,2026-08-31
HDFCBANK,NSE daily,2.0,-0.07563609625617033,-0.0015000357950872112,-0.04016602441141751,0.4080839486980179,0.8574944941054541,501,0.6047904191616766,6.287425149700598,51,223,278,1.3436683590476097,-1.604292277206075,4,7719,1995-06-14,2026-08-31
HDFCBANK,NSE daily,2.5,-0.07015720279557881,0.004563055455811418,-0.04238337015066578,0.43334628837932376,0.9275812929135898,532,0.6090225563909775,6.287593984962406,51,239,293,1.4523704637972037,-1.6859230730251284,4,7719,1995-06-14,2026-08-31
HDFCBANK,NSE daily,3.0,-0.04257129184535152,0.032299168035364215,-0.03656569580127785,0.43541909573778986,0.9448115040808395,536,0.6119402985074627,6.270522388059701,51,241,295,1.5884293505387161,-1.6254581175017935,4,7719,1995-06-14,2026-08-31
ICICIBANK,NSE daily,0.5,-0.12882253986886763,-0.09691882857765209,-0.029212708883374003,0.13586427478792937,0.23738005840634127,133,0.5789473684210527,7.345864661654136,47,57,76,-0.19672183593859893,-0.27366966460059283,0,7191,1997-09-24,2026-08-31
ICICIBANK,NSE daily,1.0,-0.22346016652935347,-0.18296315589788245,-0.06986204431294403,0.2535113336114588,0.45348352106800166,251,0.5737051792828686,7.2629482071713145,47,112,139,-0.3480225613789269,-0.9117441210365286,0,7191,1997-09-24,2026-08-31
ICICIBANK,NSE daily,1.5,-0.2031139367247008,-0.15402467057020516,-0.08061046871408487,0.3468224169100264,0.6822416910026422,355,0.5943661971830986,7.025352112676057,47,165,190,0.4667819582277147,-1.7580851566381746,0,7191,1997-09-24,2026-08-31
ICICIBANK,NSE daily,2.0,-0.07431191614161584,-0.020230791163855504,-0.056669327319908896,0.4171881518564873,0.852176331525518,423,0.6264775413711584,7.092198581560283,47,197,226,1.1050484288011218,-1.4747908455625947,0,7191,1997-09-24,2026-08-31
ICICIBANK,NSE daily,2.5,-0.04245926491215178,0.013061435855575065,-0.05122939552135739,0.44319287998887497,0.9136420525657072,449,0.6302895322939867,7.097995545657016,47,213,236,1.843970874505796,-1.9628380681231956,1,7191,1997-09-24,2026-08-31
ICICIBANK,NSE daily,3.0,-0.08673315613283272,-0.03161243717803479,-0.06672601324523773,0.45139758030871924,0.9371436517869559,462,0.6320346320346321,7.025974025974026,47,220,242,1.9484689257603887,-2.444463666463351,1,7191,1997-09-24,2026-08-31
INFY,NSE daily,0.5,-0.04374879101501671,-0.0062920505616647845,-0.01161951925055426,0.14298708386392578,0.24831726396216117,94,0.6170212765957447,8.361702127659575,39,37,57,0.13802606278566903,-0.20082168833127828,1,5497,2004-07-02,2026-08-31
INFY,NSE daily,1.0,0.002956379525603987,0.052047209168176206,-0.01097982090770238,0.25668546479898124,0.46297980716754594,162,0.6296296296296297,8.709876543209877,39,69,93,0.16899742125518252,-0.07824140771057025,2,5497,2004-07-02,2026-08-31
INFY,NSE daily,1.5,0.09569054567994313,0.15939724049784704,0.0011964059307950708,0.358559214116791,0.6798253592868837,247,0.6356275303643725,7.979757085020243,39,103,144,0.21520927091544706,0.27927691552007916,2,5497,2004-07-02,2026-08-31
INFY,NSE daily,2.0,0.14035094563301692,0.21522195726023743,0.008423337160339618,0.4318719301437148,0.8550118246316173,317,0.6498422712933754,7.488958990536277,39,132,185,0.42961305606168765,0.32319115612776556,4,5497,2004-07-02,2026-08-31
INFY,NSE daily,2.5,0.17556164338961822,0.252486900736527,0.015276675726063404,0.4500636710933236,0.9054029470620338,331,0.649546827794562,7.474320241691843,39,139,192,0.5207313948179322,0.4002252772715683,4,5497,2004-07-02,2026-08-31
INFY,NSE daily,3.0,0.18158906863791444,0.25954768811675505,0.016469646521513233,0.4535201018737493,0.9252319446971076,337,0.6498516320474778,7.397626112759644,39,143,194,0.5229525894185543,0.43062828572834233,4,5497,2004-07-02,2026-08-31
ITC,NSE daily,0.5,0.012604363468331495,0.06635509888966303,-0.0027073845244142474,0.12608444187391557,0.2515905147484095,97,0.6288659793814433,6.742268041237113,28,50,47,0.22534444321696445,-0.15470476708750874,0,5187,2005-09-22,2026-08-31
ITC,NSE daily,1.0,-0.010467801737706294,0.05787047184858611,-0.010442670242803076,0.2656641604010025,0.5153267784846732,190,0.6578947368421053,7.252631578947368,32,91,99,0.7417504318846269,-0.6762727839565745,2,5187,2005-09-22,2026-08-31
ITC,NSE daily,1.5,0.051774629686735636,0.13484830387843774,-0.004446174391997262,0.3649508386350492,0.7403123192596877,273,0.6666666666666666,6.934065934065934,33,129,144,0.8263042256149888,-0.52048152855723,4,5187,2005-09-22,2026-08-31
ITC,NSE daily,2.0,0.14263410364998302,0.2318688306782305,0.00990822546072459,0.4056294582610372,0.8704453441295547,308,0.6688311688311688,6.8311688311688314,33,143,165,1.0005838840080687,-0.35581220056628665,4,5187,2005-09-22,2026-08-31
ITC,NSE daily,2.5,0.23756149919351746,0.32837778725042993,0.02639252679262849,0.4181607865818392,0.9180643917486023,322,0.6770186335403726,6.736024844720497,33,149,173,1.160759218775814,-0.15958331794008068,4,5187,2005-09-22,2026-08-31
ITC,NSE daily,3.0,0.21387149260294616,0.3049674302600939,0.022219870523067196,0.4193175245806825,0.9230769230769231,323,0.6749226006191951,6.733746130030959,33,149,174,1.1302300619711212,-0.2123179065536781,4,5187,2005-09-22,2026-08-31
LT,NSE daily,0.5,-0.1497683967452564,-0.11259000089163809,-0.02184865738198653,0.13317587209302326,0.2272892441860465,88,0.6363636363636364,8.329545454545455,29,37,51,0.18784176511128342,-0.49813752852937704,0,5504,2004-06-23,2026-08-31
LT,NSE daily,1.0,-0.19223684793564,-0.14306788394705805,-0.03826075343951477,0.24309593023255813,0.4640261627906977,158,0.6139240506329114,8.468354430379748,35,65,93,0.044338260357734416,-0.5820236357867425,0,5504,2004-06-23,2026-08-31
LT,NSE daily,1.5,-0.3742187262299631,-0.3239326287854961,-0.09196825783003303,0.35101744186046513,0.659156976744186,223,0.5739910313901345,8.663677130044842,35,97,126,-0.5296911965730411,-1.0148955710834062,0,5504,2004-06-23,2026-08-31
LT,NSE daily,2.0,-0.3736919211387172,-0.31735390827765014,-0.10506398296587358,0.431140988372093,0.8204941860465116,280,0.6071428571428571,8.475,35,125,155,0.023509931814111207,-1.7399151820081904,1,5504,2004-06-23,2026-08-31
LT,NSE daily,2.5,-0.3600022497858889,-0.30179971242730574,-0.10546900094859514,0.45530523255813954,0.9067950581395349,297,0.6127946127946128,8.437710437710438,35,133,164,0.2596816386791531,-1.9468362936595065,1,5504,2004-06-23,2026-08-31
LT,NSE daily,3.0,-0.3499333084203883,-0.2913479286491945,-0.10377438325939824,0.4578488372093023,0.9236918604651163,300,0.61,8.4,35,133,167,0.21678600733074854,-1.8571300218667282,1,5504,2004-06-23,2026-08-31
AXISBANK,NSE daily,0.5,-0.1754752302411082,-0.14079749191974142,-0.028076380823425194,0.1353415358506576,0.2422571064913025,78,0.6410256410256411,8.179487179487179,32,34,44,0.2941463859719764,-0.6496718070715455,2,4714,2007-08-16,2026-08-31
AXISBANK,NSE daily,1.0,-0.2055215010123197,-0.16429948624556437,-0.054396562516052994,0.24628765379719983,0.46690708527789565,143,0.6713286713286714,8.118881118881118,33,62,81,-0.07330113963067647,-0.5681585387162951,2,4714,2007-08-16,2026-08-31
AXISBANK,NSE daily,1.5,-0.22729991673212532,-0.17886254697399198,-0.06783102367648615,0.33771743742044974,0.6414934238438693,190,0.6578947368421053,8.378947368421052,33,79,111,-0.2070024211447885,-0.5893197903742102,2,4714,2007-08-16,2026-08-31
AXISBANK,NSE daily,2.0,-0.31939052831334286,-0.265022475829435,-0.09174196932619812,0.40602460755197284,0.8220195163343232,226,0.6460176991150443,8.469026548672566,34,95,131,-0.2954343894016147,-0.9183737559205674,2,4714,2007-08-16,2026-08-31
AXISBANK,NSE daily,2.5,-0.2007293776835422,-0.14664714592671235,-0.07424473333339986,0.42872295290623674,0.8875689435723377,242,0.6528925619834711,8.351239669421487,34,103,139,-0.21593041495857657,-0.5610579239449196,2,4714,2007-08-16,2026-08-31
AXISBANK,NSE daily,3.0,-0.16375626826662057,-0.10878478807138155,-0.0663983151847999,0.43084429359355114,0.9128128977513789,247,0.6558704453441295,8.222672064777328,34,106,141,-0.1083118754203975,-0.5038746386094803,2,4714,2007-08-16,2026-08-31
KOTAKBANK,NSE daily,0.5,-0.06961651139395277,-0.02845923032988758,-0.018991982672793513,0.1689263466471235,0.2735434224990839,124,0.5887096774193549,7.435483870967742,29,56,68,0.43663854281742076,-0.584057677972508,0,5458,2004-08-26,2026-08-31
KOTAKBANK,NSE daily,1.0,-0.0804865379947155,-0.02909731338138975,-0.0331568097267464,0.2828875045804324,0.5470868449981678,213,0.6103286384976526,7.248826291079812,33,96,117,0.4894297846001559,-0.7162554980665077,0,5458,2004-08-26,2026-08-31
KOTAKBANK,NSE daily,1.5,-0.14967688944423005,-0.09064825531991055,-0.05668889548243367,0.3779772810553316,0.7409307438622206,285,0.5964912280701754,7.23859649122807,33,122,163,0.6561954103301624,-1.235552065539638,0,5458,2004-08-26,2026-08-31
KOTAKBANK,NSE daily,2.0,-0.16484571067025577,-0.10481527399288043,-0.06796167625124604,0.42341517039208504,0.8596555514840601,318,0.5911949685534591,7.267295597484277,33,130,188,0.5690088079139428,-1.2819810510778464,0,5458,2004-08-26,2026-08-31
KOTAKBANK,NSE daily,2.5,-0.11571571296221912,-0.05593161402913075,-0.061005605615995134,0.43733968486625135,0.9100403078050568,333,0.5975975975975976,7.168168168168168,33,137,196,0.7557067924196512,-1.233104284424083,0,5458,2004-08-26,2026-08-31
KOTAKBANK,NSE daily,3.0,-0.11740905239063053,-0.05762704334336164,-0.06141635024342907,0.4375229021619641,0.923415170392085,333,0.5975975975975976,7.171171171171171,33,137,196,0.7462728301555003,-1.233104284424083,0,5458,2004-08-26,2026-08-31
BHARTIARTL,NSE daily,0.5,-0.10070255867497445,-0.05584647882041619,-0.018288223795490794,0.16025489733301865,0.23318385650224216,88,0.6022727272727273,7.715909090909091,23,41,47,0.2619167627061871,-0.4146925029487944,0,4237,2009-07-27,2026-08-31
BHARTIARTL,NSE daily,1.0,0.06989880548768272,0.13528046769232488,-0.0008529101231842351,0.2551333490677366,0.4713240500354024,166,0.6566265060240963,6.5120481927710845,23,72,94,0.4249022614299922,-0.16528634397245257,1,4237,2009-07-27,2026-08-31
BHARTIARTL,NSE daily,1.5,0.15307429869384023,0.22591190769307004,0.011285598548596943,0.35119188104791127,0.6672173707812131,224,0.6607142857142857,6.642857142857143,30,100,124,0.7848899564590444,-0.2033285883569187,1,4237,2009-07-27,2026-08-31
BHARTIARTL,NSE daily,2.0,0.1660696278311548,0.24677898184644934,0.013254754091138321,0.41397215010620725,0.8350247816851546,271,0.6494464944649446,6.472324723247232,31,124,147,0.7574770773603361,-0.06549775471654679,1,4237,2009-07-27,2026-08-31
BHARTIARTL,NSE daily,2.5,0.18584028204682188,0.26756910558601704,0.017203056210062777,0.42789709700259615,0.8956809063016286,279,0.6487455197132617,6.49820788530466,31,126,153,0.787439148896615,-0.014848712735617331,1,4237,2009-07-27,2026-08-31
BHARTIARTL,NSE daily,3.0,0.17501386521971246,0.2566947204457766,0.01492193437067193,0.43261741798442294,0.905829596412556,281,0.6476868327402135,6.523131672597865,31,127,154,0.7886712827738012,-0.0473790771110858,1,4237,2009-07-27,2026-08-31
MARUTI,NSE daily,0.5,-0.17579341185209668,-0.13739981152285602,-0.03129594544561392,0.16147555246215417,0.2523055507221159,115,0.591304347826087,8.069565217391304,35,54,61,0.09267652777382107,-0.5616318274189764,0,5747,2003-07-09,2026-08-31
MARUTI,NSE daily,1.0,-0.278106155955913,-0.2283297798110301,-0.05971079451583802,0.2728380024360536,0.4854706803549678,193,0.5647668393782384,8.124352331606218,35,84,109,-0.2948945609982281,-0.6834923730587263,2,5747,2003-07-09,2026-08-31
MARUTI,NSE daily,1.5,-0.3376039963640673,-0.2759487327314023,-0.08429296757540682,0.38768052897163735,0.7081955803027666,283,0.5759717314487632,7.872791519434629,40,121,162,-0.12080956856602204,-1.2834498176659466,1,5747,2003-07-09,2026-08-31
MARUTI,NSE daily,2.0,-0.457023737211901,-0.39142110151460585,-0.1122846163205704,0.4416217156777449,0.8393944666782669,317,0.555205047318612,8.006309148264984,40,132,185,-0.38171506411510214,-1.6629083033317809,1,5747,2003-07-09,2026-08-31
MARUTI,NSE daily,2.5,-0.3997409946940191,-0.3314243307633512,-0.10502645967302217,0.4628501827040195,0.9051679136941013,340,0.5735294117647058,7.823529411764706,40,141,199,-0.091005751779909,-1.7249678092960288,1,5747,2003-07-09,2026-08-31
MARUTI,NSE daily,3.0,-0.3996406914417033,-0.3313257910137327,-0.10500767432355806,0.46337219418827214,0.9258743692361232,340,0.5735294117647058,7.83235294117647,40,141,199,-0.091005751779909,-1.7244823691432076,1,5747,2003-07-09,2026-08-31
HINDUNILVR,NSE daily,0.5,0.004306857195295473,0.06324447718010248,-0.0039467571431608655,0.16120853581238115,0.2854426368054088,103,0.6019417475728155,7.407766990291262,38,39,64,0.2302180090976958,-0.17118711967398115,0,4733,2007-07-19,2026-08-31
HINDUNILVR,NSE daily,1.0,-0.1034856168052381,-0.025892885046183943,-0.02145627423434291,0.2782590323262202,0.5402493133319248,188,0.5957446808510638,7.00531914893617,38,77,111,0.33794442538946495,-0.4946503358824908,0,4733,2007-07-19,2026-08-31
HINDUNILVR,NSE daily,1.5,-0.10152894519173011,-0.011217230748985303,-0.025373345622445895,0.372068455525037,0.7515317980139447,249,0.5903614457831325,7.072289156626506,38,107,142,0.3981028520689483,-0.5535200825157466,1,4733,2007-07-19,2026-08-31
HINDUNILVR,NSE daily,2.0,-0.10285325267054599,-0.00638373467505442,-0.027203515595920012,0.4158039298542151,0.8573843228396366,278,0.5935251798561151,7.079136690647482,38,119,159,0.3272760235874241,-0.4846708628444402,1,4733,2007-07-19,2026-08-31
HINDUNILVR,NSE daily,2.5,-0.1251116267615613,-0.024926921933144365,-0.030995218116490326,0.4324952461440947,0.9083034016480034,292,0.589041095890411,7.010273972602739,38,123,169,0.3234725719671743,-0.5421247916676684,1,4733,2007-07-19,2026-08-31
HINDUNILVR,NSE daily,3.0,-0.12180991045202574,-0.02156612660276172,-0.030617120849217545,0.4343967885062328,0.9156982886118741,293,0.590443686006826,7.017064846416382,38,124,169,0.3325881543245909,-0.5421247916676684,1,4733,2007-07-19,2026-08-31
ASIANPAINT,NSE daily,0.5,-0.25916873098184107,-0.20233195146263133,-0.03534663061689609,0.17375328083989502,0.27331583552055994,147,0.6122448979591837,6.755102040816326,42,65,82,0.03125272455943723,-0.6262559421286453,1,5715,2003-08-25,2026-08-31
ASIANPAINT,NSE daily,1.0,-0.20072820257596255,-0.12433276630929059,-0.03860847858035806,0.28976377952755905,0.520909886264217,250,0.612,6.624,42,109,141,0.4010018258873312,-0.9321487335218563,1,5715,2003-08-25,2026-08-31
ASIANPAINT,NSE daily,1.5,-0.3062234611102504,-0.21900054852185458,-0.06203651159506232,0.3826771653543307,0.6997375328083989,326,0.6165644171779141,6.708588957055214,62,136,190,0.3327647686805364,-1.3131785562025917,2,5715,2003-08-25,2026-08-31
ASIANPAINT,NSE daily,2.0,-0.311674322615266,-0.22069166090182646,-0.07076517700769176,0.44006999125109364,0.8421697287839021,376,0.6117021276595744,6.6888297872340425,62,157,219,0.620080426656006,-1.7188206292680164,3,5715,2003-08-25,2026-08-31
ASIANPAINT,NSE daily,2.5,-0.3433018154041599,-0.24879256558598672,-0.07755526952457964,0.4612423447069116,0.9111111111111111,397,0.6070528967254408,6.6397984886649875,62,164,233,0.5605102318874877,-1.8025761924309085,3,5715,2003-08-25,2026-08-31
ASIANPAINT,NSE daily,3.0,-0.32474969329224557,-0.23048240182839094,-0.07571627564961685,0.46771653543307085,0.9284339457567804,402,0.6069651741293532,6.649253731343284,62,167,235,0.714582186478625,-1.897184408458979,3,5715,2003-08-25,2026-08-31
BAJFINANCE,NSE daily,0.5,-0.2187799836764767,-0.19096434828566974,-0.047471329402454986,0.1577079107505071,0.2281947261663286,70,0.6285714285714286,8.885714285714286,39,31,39,0.0670887901593632,-0.5836533817559246,0,3944,2010-09-29,2026-08-31
BAJFINANCE,NSE daily,1.0,-0.4035246158798721,-0.3633402819753339,-0.09372157367121695,0.26774847870182555,0.4672920892494929,123,0.6016260162601627,8.585365853658537,39,46,77,-0.2183453577870879,-0.9538177019073515,0,3944,2010-09-29,2026-08-31
BAJFINANCE,NSE daily,1.5,-0.5744248849959817,-0.5263380771146562,-0.14228470750613917,0.3696754563894523,0.6523833671399595,168,0.5416666666666666,8.678571428571429,39,66,102,-0.4008352204494645,-1.519563270853687,1,3944,2010-09-29,2026-08-31
BAJFINANCE,NSE daily,2.0,-0.6348575476899878,-0.582875835805572,-0.16663015802640604,0.43128803245436104,0.8075557809330629,196,0.5561224489795918,8.678571428571429,39,80,116,-0.30282599256127674,-1.9892690533286599,1,3944,2010-09-29,2026-08-31
BAJFINANCE,NSE daily,2.5,-0.6533493774428721,-0.5992226805403886,-0.17626570980969816,0.4601926977687627,0.875,211,0.5639810426540285,8.601895734597157,39,84,127,-0.1958587686749913,-2.2397854044398486,1,3944,2010-09-29,2026-08-31
