spec,SP500,trades,exposure,NASDAQ,WTI,GOOG,EURUSD,daily_mean,all_mean
"v1  legacy: SMA vs regression band, n-2 sigma",0.3470517093975857,95,0.4798250844762473,0.10361341258330438,0.16061114899078763,-0.4912310108767492,-3.4313149688017064,0.030011315023732124,-0.6622539417413555
"S0  DevLucem fade, exit at the regression centre",0.37517443492232694,80,0.42019479228781553,0.1246029795680072,0.023745281757447344,-0.48870115699015454,-3.337491911787488,0.008705384814406733,-0.6605340745059722
"S1  DevLucem fade, exit inside the 0.3s inner band",0.18219114038292653,109,0.22242098986285033,0.022320020320849395,0.1330191177359898,-0.6397108890475521,-4.361127076305301,-0.07554515265194661,-0.9326615373826176
"S2  inner band as the trend trigger, fade otherwise",-0.4179013662249643,610,0.8727887099980123,-0.10618618117737863,-0.2489956930865339,0.6142528766155836,-9.402969519672933,-0.039707590968323325,-1.912359976709245
S3  S1 plus a 2.0s cap on new fades,0.2545190630038204,93,0.1657722122838402,-0.024482147804533814,0.05867477832499391,-0.7595582739632804,-4.660485747265753,-0.11771164510974996,-1.0262664655409506
