instrument,sharpe,n,k,sma_len,entry_frac,exit_z
SP500,0.14694762762126906,200,2.0,20,0.7,0.0
SP500,0.17613858242275754,200,2.0,20,0.7,0.5
SP500,0.21399613093122638,200,2.0,20,0.9,-0.5
SP500,0.16781681743828736,200,2.0,20,0.9,0.0
SP500,0.21125649896063017,200,2.0,20,0.9,0.5
SP500,0.19493636049727145,200,2.0,20,1.0,-0.5
SP500,0.1337994432646599,200,2.0,20,1.0,0.0
SP500,0.20138106798319705,200,2.0,20,1.0,0.5
SP500,0.3080984020049162,200,2.0,50,0.7,-0.5
SP500,0.2803863194857416,200,2.0,50,0.7,0.0
SP500,0.3026781865081461,200,2.0,50,0.7,0.5
SP500,0.3356771598190833,200,2.0,50,0.9,-0.5
SP500,0.2883542816851668,200,2.0,50,0.9,0.0
SP500,0.32035433982438727,200,2.0,50,0.9,0.5
SP500,0.33612920419481085,200,2.0,50,1.0,-0.5
SP500,0.27102863425784995,200,2.0,50,1.0,0.0
SP500,0.33404464922068616,200,2.0,50,1.0,0.5
SP500,0.2566858055468234,200,2.5,10,0.7,-0.5
SP500,0.20984310628781713,200,2.5,10,0.7,0.0
SP500,0.23767806102071073,200,2.5,10,0.7,0.5
SP500,0.3104501977605575,200,2.5,10,0.9,-0.5
SP500,0.20446736192795795,200,2.5,10,0.9,0.0
SP500,0.293691143368804,200,2.5,10,0.9,0.5
SP500,0.3810726399553921,200,2.5,10,1.0,-0.5
SP500,0.3011593670809076,200,2.5,10,1.0,0.0
SP500,0.34073542638837556,200,2.5,10,1.0,0.5
SP500,0.33366203185923177,200,2.5,20,0.7,-0.5
SP500,0.28755483612089766,200,2.5,20,0.7,0.0
SP500,0.3116077187689698,200,2.5,20,0.7,0.5
SP500,0.38525002910466216,200,2.5,20,0.9,-0.5
SP500,0.28029637188036727,200,2.5,20,0.9,0.0
SP500,0.366958080643935,200,2.5,20,0.9,0.5
SP500,0.3708950181407052,200,2.5,20,1.0,-0.5
SP500,0.3100509332913366,200,2.5,20,1.0,0.0
SP500,0.3555878694907983,200,2.5,20,1.0,0.5
SP500,0.32486966821817526,200,2.5,50,0.7,-0.5
SP500,0.27931392640496666,200,2.5,50,0.7,0.0
SP500,0.3039828407461254,200,2.5,50,0.7,0.5
SP500,0.3891512477627433,200,2.5,50,0.9,-0.5
SP500,0.2880243555244938,200,2.5,50,0.9,0.0
SP500,0.3767366745380015,200,2.5,50,0.9,0.5
SP500,0.3750516797188485,200,2.5,50,1.0,-0.5
SP500,0.31827611252532834,200,2.5,50,1.0,0.0
SP500,0.3660489356661422,200,2.5,50,1.0,0.5
SP500,0.33785905454235077,200,3.0,10,0.7,-0.5
SP500,0.24017555593002796,200,3.0,10,0.7,0.0
SP500,0.32716498799542565,200,3.0,10,0.7,0.5
SP500,0.3066445743056898,200,3.0,10,0.9,-0.5
SP500,0.2762057369303636,200,3.0,10,0.9,0.0
SP500,0.3542316772264654,200,3.0,10,0.9,0.5
SP500,0.3929526724799505,200,3.0,10,1.0,-0.5
SP500,0.36497349702213466,200,3.0,10,1.0,0.0
SP500,0.41230879395758213,200,3.0,10,1.0,0.5
SP500,0.3371479894489771,200,3.0,20,0.7,-0.5
SP500,0.23951101698953284,200,3.0,20,0.7,0.0
SP500,0.3265407362384685,200,3.0,20,0.7,0.5
SP500,0.2995074594972621,200,3.0,20,0.9,-0.5
SP500,0.26964124714681426,200,3.0,20,0.9,0.0
SP500,0.34802218775525157,200,3.0,20,0.9,0.5
SP500,0.40025894910637516,200,3.0,20,1.0,-0.5
SP500,0.3740946040808612,200,3.0,20,1.0,0.0
SP500,0.42634203968758644,200,3.0,20,1.0,0.5
SP500,0.3371479894489771,200,3.0,50,0.7,-0.5
SP500,0.23951101698953284,200,3.0,50,0.7,0.0
SP500,0.3265407362384685,200,3.0,50,0.7,0.5
SP500,0.2995074594972621,200,3.0,50,0.9,-0.5
SP500,0.26964124714681426,200,3.0,50,0.9,0.0
SP500,0.34802218775525157,200,3.0,50,0.9,0.5
SP500,0.40025894910637516,200,3.0,50,1.0,-0.5
SP500,0.3740946040808612,200,3.0,50,1.0,0.0
SP500,0.42634203968758644,200,3.0,50,1.0,0.5
SP500,-0.17594498217746213,250,1.5,10,0.7,-0.5
SP500,-0.08815930534604706,250,1.5,10,0.7,0.0
SP500,-0.17833227500747947,250,1.5,10,0.7,0.5
SP500,-0.17367457392471136,250,1.5,10,0.9,-0.5
SP500,-0.10599793059017472,250,1.5,10,0.9,0.0
SP500,-0.13264465734944192,250,1.5,10,0.9,0.5
SP500,-0.1538869138781658,250,1.5,10,1.0,-0.5
SP500,-0.12572569948790838,250,1.5,10,1.0,0.0
SP500,-0.1626421689575048,250,1.5,10,1.0,0.5
SP500,-0.1822903392511399,250,1.5,20,0.7,-0.5
SP500,-0.0734990210208849,250,1.5,20,0.7,0.0
SP500,-0.14379403559964027,250,1.5,20,0.7,0.5
SP500,-0.13281006395840453,250,1.5,20,0.9,-0.5
SP500,-0.044130521710366036,250,1.5,20,0.9,0.0
SP500,-0.09502589726112498,250,1.5,20,0.9,0.5
SP500,-0.11461323021154585,250,1.5,20,1.0,-0.5
SP500,-0.054132121797638884,250,1.5,20,1.0,0.0
SP500,-0.13417180033056372,250,1.5,20,1.0,0.5
SP500,0.19801350296804704,250,1.5,50,0.7,-0.5
SP500,0.2213577894987642,250,1.5,50,0.7,0.0
SP500,0.14064038444086135,250,1.5,50,0.7,0.5
SP500,0.22226737800518306,250,1.5,50,0.9,-0.5
SP500,0.19582916883733598,250,1.5,50,0.9,0.0
SP500,0.14018733473358128,250,1.5,50,0.9,0.5
SP500,0.23869900478085737,250,1.5,50,1.0,-0.5
SP500,0.19465168904074887,250,1.5,50,1.0,0.0
SP500,0.11582600010248346,250,1.5,50,1.0,0.5
SP500,-0.2563901493646609,250,2.0,10,0.7,-0.5
SP500,-0.222605317249701,250,2.0,10,0.7,0.0
SP500,-0.24381744340042472,250,2.0,10,0.7,0.5
SP500,-0.21389493248303645,250,2.0,10,0.9,-0.5
SP500,-0.24913416888443668,250,2.0,10,0.9,0.0
SP500,-0.2762496758329232,250,2.0,10,0.9,0.5
SP500,-0.36358131980193703,250,2.0,10,1.0,-0.5
SP500,-0.36064817629177065,250,2.0,10,1.0,0.0
SP500,-0.369529866598125,250,2.0,10,1.0,0.5
SP500,0.050393123734556136,250,2.0,20,0.7,-0.5
SP500,0.05076287876585345,250,2.0,20,0.7,0.0
SP500,0.010239783275653686,250,2.0,20,0.7,0.5
SP500,0.0793494223242593,250,2.0,20,0.9,-0.5
SP500,-0.007382170380468276,250,2.0,20,0.9,0.0
SP500,-0.04785145337407873,250,2.0,20,0.9,0.5
SP500,-0.011125840740421668,250,2.0,20,1.0,-0.5
SP500,-0.08853016919890963,250,2.0,20,1.0,0.0
SP500,-0.09106253285038257,250,2.0,20,1.0,0.5
SP500,0.20429839230569896,250,2.0,50,0.7,-0.5
SP500,0.2090869934703186,250,2.0,50,0.7,0.0
SP500,0.15748829240071152,250,2.0,50,0.7,0.5
SP500,0.24920365503586,250,2.0,50,0.9,-0.5
SP500,0.1660598083545422,250,2.0,50,0.9,0.0
SP500,0.11780953403986866,250,2.0,50,0.9,0.5
SP500,0.15352725651525617,250,2.0,50,1.0,-0.5
SP500,0.07908249940492475,250,2.0,50,1.0,0.0
SP500,0.07127285474858823,250,2.0,50,1.0,0.5
SP500,-0.011737652443434481,250,2.5,10,0.7,-0.5
SP500,-0.08010827023495216,250,2.5,10,0.7,0.0
SP500,-0.1076068380735192,250,2.5,10,0.7,0.5
SP500,-0.09502880976576975,250,2.5,10,0.9,-0.5
SP500,-0.1499047364615327,250,2.5,10,0.9,0.0
SP500,-0.14843143785562024,250,2.5,10,0.9,0.5
SP500,0.019047142804362482,250,2.5,10,1.0,-0.5
SP500,-0.06749221673965787,250,2.5,10,1.0,0.0
SP500,-0.10092040748636566,250,2.5,10,1.0,0.5
SP500,0.27867075075996234,250,2.5,20,0.7,-0.5
SP500,0.19566528500998967,250,2.5,20,0.7,0.0
SP500,0.14738592260958733,250,2.5,20,0.7,0.5
SP500,0.14479716429330497,250,2.5,20,0.9,-0.5
SP500,0.09148948829016007,250,2.5,20,0.9,0.0
SP500,0.08337879118671011,250,2.5,20,0.9,0.5
SP500,0.1952139650643514,250,2.5,20,1.0,-0.5
SP500,0.1223659257922903,250,2.5,20,1.0,0.0
SP500,0.0929432642443801,250,2.5,20,1.0,0.5
SP500,0.27867075075996234,250,2.5,50,0.7,-0.5
SP500,0.19566528500998967,250,2.5,50,0.7,0.0
SP500,0.14738592260958733,250,2.5,50,0.7,0.5
SP500,0.14479716429330497,250,2.5,50,0.9,-0.5
SP500,0.09148948829016007,250,2.5,50,0.9,0.0
SP500,0.08337879118671011,250,2.5,50,0.9,0.5
SP500,0.1952139650643514,250,2.5,50,1.0,-0.5
SP500,0.1223659257922903,250,2.5,50,1.0,0.0
SP500,0.0929432642443801,250,2.5,50,1.0,0.5
SP500,0.21935070419133273,250,3.0,10,0.7,-0.5
SP500,0.13776136620736748,250,3.0,10,0.7,0.0
SP500,0.12571935702855505,250,3.0,10,0.7,0.5
SP500,0.24954440329501,250,3.0,10,0.9,-0.5
SP500,0.17852355411963158,250,3.0,10,0.9,0.0
SP500,0.12346589156932154,250,3.0,10,0.9,0.5
SP500,0.41226929034128357,250,3.0,10,1.0,-0.5
SP500,0.34315836413564427,250,3.0,10,1.0,0.0
SP500,0.26154489819441884,250,3.0,10,1.0,0.5
SP500,0.178962898792365,250,3.0,20,0.7,-0.5
SP500,0.1063997083882769,250,3.0,20,0.7,0.0
SP500,0.09736479372589034,250,3.0,20,0.7,0.5
SP500,0.19876952707982035,250,3.0,20,0.9,-0.5
SP500,0.1374111116513313,250,3.0,20,0.9,0.0
SP500,0.08620954611353986,250,3.0,20,0.9,0.5
SP500,0.34365449525680686,250,3.0,20,1.0,-0.5
SP500,0.2860286836870408,250,3.0,20,1.0,0.0
SP500,0.21015221617163818,250,3.0,20,1.0,0.5
SP500,0.178962898792365,250,3.0,50,0.7,-0.5
SP500,0.1063997083882769,250,3.0,50,0.7,0.0
SP500,0.09736479372589034,250,3.0,50,0.7,0.5
SP500,0.19876952707982035,250,3.0,50,0.9,-0.5
SP500,0.1374111116513313,250,3.0,50,0.9,0.0
SP500,0.08620954611353986,250,3.0,50,0.9,0.5
SP500,0.34365449525680686,250,3.0,50,1.0,-0.5
SP500,0.2860286836870408,250,3.0,50,1.0,0.0
SP500,0.21015221617163818,250,3.0,50,1.0,0.5
NASDAQ,0.1274169037078269,50,1.5,10,0.7,-0.5
NASDAQ,0.08556566821487753,50,1.5,10,0.7,0.0
NASDAQ,-0.000222121402685636,50,1.5,10,0.7,0.5
NASDAQ,0.19660606836311134,50,1.5,10,0.9,-0.5
NASDAQ,0.14390388285603928,50,1.5,10,0.9,0.0
NASDAQ,0.060428635281366695,50,1.5,10,0.9,0.5
NASDAQ,0.20713131313065286,50,1.5,10,1.0,-0.5
NASDAQ,0.17381623696788973,50,1.5,10,1.0,0.0
NASDAQ,0.11895852451437218,50,1.5,10,1.0,0.5
NASDAQ,0.05970983061346747,50,1.5,20,0.7,-0.5
NASDAQ,0.015224904582357252,50,1.5,20,0.7,0.0
NASDAQ,-0.01696418268525584,50,1.5,20,0.7,0.5
NASDAQ,0.15571020092293877,50,1.5,20,0.9,-0.5
NASDAQ,0.13901528077052022,50,1.5,20,0.9,0.0
NASDAQ,0.0977775192889136,50,1.5,20,0.9,0.5
NASDAQ,0.18242982900405033,50,1.5,20,1.0,-0.5
NASDAQ,0.15816971499757376,50,1.5,20,1.0,0.0
NASDAQ,0.15569634804551674,50,1.5,20,1.0,0.5
NASDAQ,-0.1966184280274922,50,1.5,50,0.7,-0.5
NASDAQ,-0.17824540253391277,50,1.5,50,0.7,0.0
NASDAQ,-0.18376347522988948,50,1.5,50,0.7,0.5
NASDAQ,-0.12799669911216063,50,1.5,50,0.9,-0.5
NASDAQ,-0.09853889531277525,50,1.5,50,0.9,0.0
NASDAQ,-0.13355112637119051,50,1.5,50,0.9,0.5
NASDAQ,-0.11261439453655998,50,1.5,50,1.0,-0.5
NASDAQ,-0.06720288823256117,50,1.5,50,1.0,0.0
NASDAQ,-0.09593736337206103,50,1.5,50,1.0,0.5
NASDAQ,0.25658264078839105,50,2.0,10,0.7,-0.5
NASDAQ,0.23305119996174456,50,2.0,10,0.7,0.0
NASDAQ,0.16903669857153023,50,2.0,10,0.7,0.5
NASDAQ,0.22818631187343466,50,2.0,10,0.9,-0.5
NASDAQ,0.16126891562535436,50,2.0,10,0.9,0.0
NASDAQ,0.19052317674607577,50,2.0,10,0.9,0.5
NASDAQ,0.2141991191991077,50,2.0,10,1.0,-0.5
NASDAQ,0.17370665582866637,50,2.0,10,1.0,0.0
NASDAQ,0.12641989570920248,50,2.0,10,1.0,0.5
NASDAQ,0.19345506359180153,50,2.0,20,0.7,-0.5
NASDAQ,0.16362090357673362,50,2.0,20,0.7,0.0
NASDAQ,0.0895947118230025,50,2.0,20,0.7,0.5
NASDAQ,0.1926066672514978,50,2.0,20,0.9,-0.5
NASDAQ,0.13243550403365772,50,2.0,20,0.9,0.0
NASDAQ,0.14257341525202058,50,2.0,20,0.9,0.5
NASDAQ,0.19826550114911312,50,2.0,20,1.0,-0.5
NASDAQ,0.1643111228246803,50,2.0,20,1.0,0.0
NASDAQ,0.10670021381675147,50,2.0,20,1.0,0.5
NASDAQ,-0.17002415592040582,50,2.0,50,0.7,-0.5
NASDAQ,-0.15176301791490548,50,2.0,50,0.7,0.0
NASDAQ,-0.19135554691868953,50,2.0,50,0.7,0.5
NASDAQ,-0.06664779737270156,50,2.0,50,0.9,-0.5
NASDAQ,-0.11728600024175652,50,2.0,50,0.9,0.0
NASDAQ,-0.1395420153668841,50,2.0,50,0.9,0.5
NASDAQ,-0.009353797884287448,50,2.0,50,1.0,-0.5
NASDAQ,-0.06965328779392967,50,2.0,50,1.0,0.0
NASDAQ,-0.08339425555147369,50,2.0,50,1.0,0.5
NASDAQ,0.15139230190491829,50,2.5,10,0.7,-0.5
NASDAQ,0.1194066954067651,50,2.5,10,0.7,0.0
NASDAQ,0.14940507189564886,50,2.5,10,0.7,0.5
NASDAQ,0.28626638546205874,50,2.5,10,0.9,-0.5
NASDAQ,0.3064159796517946,50,2.5,10,0.9,0.0
NASDAQ,0.2239875889972489,50,2.5,10,0.9,0.5
NASDAQ,0.2941831053208811,50,2.5,10,1.0,-0.5
NASDAQ,0.3401526593422469,50,2.5,10,1.0,0.0
NASDAQ,0.24223500718391502,50,2.5,10,1.0,0.5
NASDAQ,0.17435153166673745,50,2.5,20,0.7,-0.5
NASDAQ,0.1412774689594005,50,2.5,20,0.7,0.0
NASDAQ,0.1574888394193504,50,2.5,20,0.7,0.5
NASDAQ,0.3074520920909541,50,2.5,20,0.9,-0.5
NASDAQ,0.3417447496985182,50,2.5,20,0.9,0.0
NASDAQ,0.2550228393161003,50,2.5,20,0.9,0.5
NASDAQ,0.3134809175684673,50,2.5,20,1.0,-0.5
NASDAQ,0.34893065265581763,50,2.5,20,1.0,0.0
NASDAQ,0.2719092751292716,50,2.5,20,1.0,0.5
NASDAQ,-0.04335711127644935,50,2.5,50,0.7,-0.5
NASDAQ,-0.11244946841694234,50,2.5,50,0.7,0.0
NASDAQ,-0.09961856226301836,50,2.5,50,0.7,0.5
NASDAQ,0.04959192623221389,50,2.5,50,0.9,-0.5
NASDAQ,0.006937839706763069,50,2.5,50,0.9,0.0
NASDAQ,-0.01123634497359809,50,2.5,50,0.9,0.5
NASDAQ,0.06370848881463229,50,2.5,50,1.0,-0.5
NASDAQ,0.06876019116025818,50,2.5,50,1.0,0.0
NASDAQ,0.0710714114387545,50,2.5,50,1.0,0.5
NASDAQ,0.260147812590759,50,3.0,10,0.7,-0.5
NASDAQ,0.2494669631968918,50,3.0,10,0.7,0.0
NASDAQ,0.19497707642514803,50,3.0,10,0.7,0.5
NASDAQ,0.25154244061846887,50,3.0,10,0.9,-0.5
NASDAQ,0.2505025138331249,50,3.0,10,0.9,0.0
NASDAQ,0.21972388917733862,50,3.0,10,0.9,0.5
NASDAQ,0.07270384811571394,50,3.0,10,1.0,-0.5
NASDAQ,0.11536106382802373,50,3.0,10,1.0,0.0
NASDAQ,0.10623912145705133,50,3.0,10,1.0,0.5
NASDAQ,0.2894992951863229,50,3.0,20,0.7,-0.5
NASDAQ,0.2767891249165688,50,3.0,20,0.7,0.0
NASDAQ,0.22167103898309556,50,3.0,20,0.7,0.5
NASDAQ,0.2852227034676804,50,3.0,20,0.9,-0.5
NASDAQ,0.2814539520259297,50,3.0,20,0.9,0.0
NASDAQ,0.2499352111517598,50,3.0,20,0.9,0.5
NASDAQ,0.10697148331662189,50,3.0,20,1.0,-0.5
NASDAQ,0.1454333617545919,50,3.0,20,1.0,0.0
NASDAQ,0.13449909488805512,50,3.0,20,1.0,0.5
NASDAQ,0.09208842934685406,50,3.0,50,0.7,-0.5
NASDAQ,0.04282139152933494,50,3.0,50,0.7,0.0
NASDAQ,0.03569082246421418,50,3.0,50,0.7,0.5
NASDAQ,0.12979610953256154,50,3.0,50,0.9,-0.5
NASDAQ,0.09545660051779307,50,3.0,50,0.9,0.0
NASDAQ,0.12114252599861368,50,3.0,50,0.9,0.5
NASDAQ,0.03829462379306531,50,3.0,50,1.0,-0.5
NASDAQ,0.07373227272535422,50,3.0,50,1.0,0.0
NASDAQ,0.08032168881769076,50,3.0,50,1.0,0.5
NASDAQ,0.09743916608434461,80,1.5,10,0.7,-0.5
NASDAQ,0.020239482657960075,80,1.5,10,0.7,0.0
NASDAQ,-0.05182167030209448,80,1.5,10,0.7,0.5
NASDAQ,0.10960032183641671,80,1.5,10,0.9,-0.5
NASDAQ,0.031738546269124424,80,1.5,10,0.9,0.0
NASDAQ,-0.022673719296978874,80,1.5,10,0.9,0.5
NASDAQ,0.07398139536249437,80,1.5,10,1.0,-0.5
NASDAQ,0.015953227559376313,80,1.5,10,1.0,0.0
NASDAQ,-0.04025071070063829,80,1.5,10,1.0,0.5
NASDAQ,0.16144474515703044,80,1.5,20,0.7,-0.5
NASDAQ,0.10107747575715745,80,1.5,20,0.7,0.0
NASDAQ,0.04743890522250593,80,1.5,20,0.7,0.5
NASDAQ,0.1269408348648519,80,1.5,20,0.9,-0.5
NASDAQ,0.06691378888192129,80,1.5,20,0.9,0.0
NASDAQ,0.04320589758352217,80,1.5,20,0.9,0.5
NASDAQ,0.05910268427719051,80,1.5,20,1.0,-0.5
NASDAQ,0.01284427576994717,80,1.5,20,1.0,0.0
NASDAQ,-0.011233616348529565,80,1.5,20,1.0,0.5
NASDAQ,-0.12914200829906747,80,1.5,50,0.7,-0.5
NASDAQ,-0.19510306812353728,80,1.5,50,0.7,0.0
NASDAQ,-0.16490648608379038,80,1.5,50,0.7,0.5
NASDAQ,-0.1407980292988671,80,1.5,50,0.9,-0.5
NASDAQ,-0.1848331332174701,80,1.5,50,0.9,0.0
NASDAQ,-0.1905702055647306,80,1.5,50,0.9,0.5
NASDAQ,-0.1575291413871759,80,1.5,50,1.0,-0.5
NASDAQ,-0.18483195047446715,80,1.5,50,1.0,0.0
NASDAQ,-0.2061802694819806,80,1.5,50,1.0,0.5
NASDAQ,0.19745632752364473,80,2.0,10,0.7,-0.5
NASDAQ,0.11517004344090351,80,2.0,10,0.7,0.0
NASDAQ,0.13250787312115073,80,2.0,10,0.7,0.5
NASDAQ,0.19741256603253557,80,2.0,10,0.9,-0.5
NASDAQ,0.2472019955619546,80,2.0,10,0.9,0.0
NASDAQ,0.16434713734912013,80,2.0,10,0.9,0.5
NASDAQ,0.25841796224321906,80,2.0,10,1.0,-0.5
NASDAQ,0.2775940702358017,80,2.0,10,1.0,0.0
NASDAQ,0.2368542805191559,80,2.0,10,1.0,0.5
NASDAQ,0.10833990218674774,80,2.0,20,0.7,-0.5
NASDAQ,0.025490116832574367,80,2.0,20,0.7,0.0
NASDAQ,0.04302814609446629,80,2.0,20,0.7,0.5
NASDAQ,0.10466677551678555,80,2.0,20,0.9,-0.5
NASDAQ,0.1528097750410915,80,2.0,20,0.9,0.0
NASDAQ,0.07246924364893499,80,2.0,20,0.9,0.5
NASDAQ,0.1479230357758021,80,2.0,20,1.0,-0.5
NASDAQ,0.1715017124011289,80,2.0,20,1.0,0.0
NASDAQ,0.14017249130889425,80,2.0,20,1.0,0.5
NASDAQ,-0.005531577680632654,80,2.0,50,0.7,-0.5
NASDAQ,-0.05277142032560727,80,2.0,50,0.7,0.0
NASDAQ,-0.016695949508438324,80,2.0,50,0.7,0.5
NASDAQ,0.043414319077073306,80,2.0,50,0.9,-0.5
NASDAQ,0.05558675524053605,80,2.0,50,0.9,0.0
NASDAQ,0.04878168074589907,80,2.0,50,0.9,0.5
NASDAQ,0.03959528257733778,80,2.0,50,1.0,-0.5
NASDAQ,0.04950710877461482,80,2.0,50,1.0,0.0
NASDAQ,0.06651062136079064,80,2.0,50,1.0,0.5
NASDAQ,0.16895924368912452,80,2.5,10,0.7,-0.5
NASDAQ,0.1914899213081122,80,2.5,10,0.7,0.0
NASDAQ,0.12232694701819932,80,2.5,10,0.7,0.5
NASDAQ,0.14293790707695475,80,2.5,10,0.9,-0.5
NASDAQ,0.16067628745943863,80,2.5,10,0.9,0.0
NASDAQ,0.2136889725733602,80,2.5,10,0.9,0.5
NASDAQ,0.10745353240390555,80,2.5,10,1.0,-0.5
NASDAQ,0.12666157445756782,80,2.5,10,1.0,0.0
NASDAQ,0.17183997689997266,80,2.5,10,1.0,0.5
NASDAQ,0.16895924368912452,80,2.5,20,0.7,-0.5
NASDAQ,0.1914899213081122,80,2.5,20,0.7,0.0
NASDAQ,0.12232694701819932,80,2.5,20,0.7,0.5
NASDAQ,0.14293790707695475,80,2.5,20,0.9,-0.5
NASDAQ,0.16067628745943863,80,2.5,20,0.9,0.0
NASDAQ,0.2136889725733602,80,2.5,20,0.9,0.5
NASDAQ,0.10745353240390555,80,2.5,20,1.0,-0.5
NASDAQ,0.12666157445756782,80,2.5,20,1.0,0.0
NASDAQ,0.17183997689997266,80,2.5,20,1.0,0.5
NASDAQ,0.0353121118507414,80,2.5,50,0.7,-0.5
NASDAQ,0.03501679940326415,80,2.5,50,0.7,0.0
NASDAQ,0.022912019835642037,80,2.5,50,0.7,0.5
NASDAQ,0.04344322975135167,80,2.5,50,0.9,-0.5
NASDAQ,0.06776512729544486,80,2.5,50,0.9,0.0
NASDAQ,0.11104147200908025,80,2.5,50,0.9,0.5
NASDAQ,0.008947174535945047,80,2.5,50,1.0,-0.5
NASDAQ,0.012764563511638181,80,2.5,50,1.0,0.0
NASDAQ,0.05438505878096356,80,2.5,50,1.0,0.5
NASDAQ,0.1463382784261491,80,3.0,10,0.7,-0.5
NASDAQ,0.186065462720819,80,3.0,10,0.7,0.0
NASDAQ,0.23777446935973873,80,3.0,10,0.7,0.5
NASDAQ,0.1621379212624845,80,3.0,10,0.9,-0.5
NASDAQ,0.24223216860070795,80,3.0,10,0.9,0.0
NASDAQ,0.2624526534491831,80,3.0,10,0.9,0.5
NASDAQ,0.11012462441748078,80,3.0,10,1.0,-0.5
NASDAQ,0.1500626770052892,80,3.0,10,1.0,0.0
NASDAQ,0.13018682868358616,80,3.0,10,1.0,0.5
NASDAQ,0.1463382784261491,80,3.0,20,0.7,-0.5
NASDAQ,0.186065462720819,80,3.0,20,0.7,0.0
NASDAQ,0.23777446935973873,80,3.0,20,0.7,0.5
NASDAQ,0.1621379212624845,80,3.0,20,0.9,-0.5
NASDAQ,0.24223216860070795,80,3.0,20,0.9,0.0
NASDAQ,0.2624526534491831,80,3.0,20,0.9,0.5
NASDAQ,0.11012462441748078,80,3.0,20,1.0,-0.5
NASDAQ,0.1500626770052892,80,3.0,20,1.0,0.0
NASDAQ,0.13018682868358616,80,3.0,20,1.0,0.5
NASDAQ,0.05206434698986856,80,3.0,50,0.7,-0.5
NASDAQ,0.08937899428355194,80,3.0,50,0.7,0.0
NASDAQ,0.09669825151443398,80,3.0,50,0.7,0.5
NASDAQ,0.08585686693434763,80,3.0,50,0.9,-0.5
NASDAQ,0.14875886547169948,80,3.0,50,0.9,0.0
NASDAQ,0.13575420697849835,80,3.0,50,0.9,0.5
NASDAQ,0.021192934297464914,80,3.0,50,1.0,-0.5
NASDAQ,0.047500204574705704,80,3.0,50,1.0,0.0
NASDAQ,-5.036277655883952e-05,80,3.0,50,1.0,0.5
NASDAQ,-0.13530158601555684,100,1.5,10,0.7,-0.5
NASDAQ,-0.11048553105268727,100,1.5,10,0.7,0.0
NASDAQ,-0.12580234123449954,100,1.5,10,0.7,0.5
NASDAQ,-0.10717507774029222,100,1.5,10,0.9,-0.5
NASDAQ,-0.13200732149801467,100,1.5,10,0.9,0.0
NASDAQ,-0.10910440508742346,100,1.5,10,0.9,0.5
NASDAQ,-0.10096806463724078,100,1.5,10,1.0,-0.5
NASDAQ,-0.172778217355638,100,1.5,10,1.0,0.0
NASDAQ,-0.13806663217642892,100,1.5,10,1.0,0.5
NASDAQ,-0.23451107443457356,100,1.5,20,0.7,-0.5
NASDAQ,-0.21422414899790765,100,1.5,20,0.7,0.0
NASDAQ,-0.2283148612535678,100,1.5,20,0.7,0.5
NASDAQ,-0.19269841853995168,100,1.5,20,0.9,-0.5
NASDAQ,-0.20289793588448068,100,1.5,20,0.9,0.0
NASDAQ,-0.1815750162829556,100,1.5,20,0.9,0.5
NASDAQ,-0.17112218495576972,100,1.5,20,1.0,-0.5
NASDAQ,-0.19650175043025114,100,1.5,20,1.0,0.0
NASDAQ,-0.17971465024504013,100,1.5,20,1.0,0.5
NASDAQ,-0.2551232246284757,100,1.5,50,0.7,-0.5
NASDAQ,-0.2686370096315843,100,1.5,50,0.7,0.0
NASDAQ,-0.22132751127788866,100,1.5,50,0.7,0.5
NASDAQ,-0.19666247042006454,100,1.5,50,0.9,-0.5
NASDAQ,-0.23020540202234605,100,1.5,50,0.9,0.0
NASDAQ,-0.22259458385694922,100,1.5,50,0.9,0.5
NASDAQ,-0.18515516456859837,100,1.5,50,1.0,-0.5
NASDAQ,-0.23004379497528044,100,1.5,50,1.0,0.0
NASDAQ,-0.22394467021052936,100,1.5,50,1.0,0.5
NASDAQ,0.0203726170152656,100,2.0,10,0.7,-0.5
NASDAQ,0.011086722439617062,100,2.0,10,0.7,0.0
NASDAQ,0.023143107490023147,100,2.0,10,0.7,0.5
NASDAQ,0.12967881099524398,100,2.0,10,0.9,-0.5
NASDAQ,0.06061298425873591,100,2.0,10,0.9,0.0
NASDAQ,0.008364337264450602,100,2.0,10,0.9,0.5
NASDAQ,0.046452523430548634,100,2.0,10,1.0,-0.5
NASDAQ,0.025472822912228105,100,2.0,10,1.0,0.0
NASDAQ,-0.05542254985493584,100,2.0,10,1.0,0.5
NASDAQ,0.05749412422460314,100,2.0,20,0.7,-0.5
NASDAQ,0.0565530747543058,100,2.0,20,0.7,0.0
NASDAQ,0.08529417695069406,100,2.0,20,0.7,0.5
NASDAQ,0.13294128929458185,100,2.0,20,0.9,-0.5
NASDAQ,0.10361338024549548,100,2.0,20,0.9,0.0
NASDAQ,0.0853002828614468,100,2.0,20,0.9,0.5
NASDAQ,0.05733600996546812,100,2.0,20,1.0,-0.5
NASDAQ,0.09712861473248872,100,2.0,20,1.0,0.0
NASDAQ,0.05503129107741614,100,2.0,20,1.0,0.5
NASDAQ,0.013447738970591504,100,2.0,50,0.7,-0.5
NASDAQ,-0.0075420776964761314,100,2.0,50,0.7,0.0
NASDAQ,-0.004474308001989946,100,2.0,50,0.7,0.5
NASDAQ,0.10805144595261572,100,2.0,50,0.9,-0.5
NASDAQ,0.09178326686780536,100,2.0,50,0.9,0.0
