instrument,sharpe,n,k,sma_len,entry_frac,exit_z
NASDAQ,0.05791060499666076,100,2.0,50,0.9,0.5
NASDAQ,0.07956859938699352,100,2.0,50,1.0,-0.5
NASDAQ,0.1278282321556779,100,2.0,50,1.0,0.0
NASDAQ,0.0822714406580542,100,2.0,50,1.0,0.5
NASDAQ,0.11860222318473343,100,2.5,10,0.7,-0.5
NASDAQ,0.12221445337433122,100,2.5,10,0.7,0.0
NASDAQ,0.11589794783778168,100,2.5,10,0.7,0.5
NASDAQ,0.1077752163242767,100,2.5,10,0.9,-0.5
NASDAQ,0.21904727147392586,100,2.5,10,0.9,0.0
NASDAQ,0.17725602322765738,100,2.5,10,0.9,0.5
NASDAQ,0.11884714708421311,100,2.5,10,1.0,-0.5
NASDAQ,0.2360125075396687,100,2.5,10,1.0,0.0
NASDAQ,0.22710012505238777,100,2.5,10,1.0,0.5
NASDAQ,0.11860222318473343,100,2.5,20,0.7,-0.5
NASDAQ,0.12221445337433122,100,2.5,20,0.7,0.0
NASDAQ,0.11589794783778168,100,2.5,20,0.7,0.5
NASDAQ,0.1077752163242767,100,2.5,20,0.9,-0.5
NASDAQ,0.21904727147392586,100,2.5,20,0.9,0.0
NASDAQ,0.17725602322765738,100,2.5,20,0.9,0.5
NASDAQ,0.11884714708421311,100,2.5,20,1.0,-0.5
NASDAQ,0.2360125075396687,100,2.5,20,1.0,0.0
NASDAQ,0.22710012505238777,100,2.5,20,1.0,0.5
NASDAQ,0.1699112187479116,100,2.5,50,0.7,-0.5
NASDAQ,0.18727150576092735,100,2.5,50,0.7,0.0
NASDAQ,0.1671212758468274,100,2.5,50,0.7,0.5
NASDAQ,0.15624237613711625,100,2.5,50,0.9,-0.5
NASDAQ,0.2528063493599965,100,2.5,50,0.9,0.0
NASDAQ,0.21535582707170547,100,2.5,50,0.9,0.5
NASDAQ,0.1898909266895612,100,2.5,50,1.0,-0.5
NASDAQ,0.29170043905196336,100,2.5,50,1.0,0.0
NASDAQ,0.2704656781570207,100,2.5,50,1.0,0.5
NASDAQ,0.02228983233483225,100,3.0,10,0.7,-0.5
NASDAQ,0.11148032880032493,100,3.0,10,0.7,0.0
NASDAQ,0.0775465893412936,100,3.0,10,0.7,0.5
NASDAQ,0.14340438091731833,100,3.0,10,0.9,-0.5
NASDAQ,0.2463904120976177,100,3.0,10,0.9,0.0
NASDAQ,0.23148338540560884,100,3.0,10,0.9,0.5
NASDAQ,0.09240331988710201,100,3.0,10,1.0,-0.5
NASDAQ,0.11389770765547981,100,3.0,10,1.0,0.0
NASDAQ,0.1682086749794523,100,3.0,10,1.0,0.5
NASDAQ,0.02228983233483225,100,3.0,20,0.7,-0.5
NASDAQ,0.11148032880032493,100,3.0,20,0.7,0.0
NASDAQ,0.0775465893412936,100,3.0,20,0.7,0.5
NASDAQ,0.14340438091731833,100,3.0,20,0.9,-0.5
NASDAQ,0.2463904120976177,100,3.0,20,0.9,0.0
NASDAQ,0.23148338540560884,100,3.0,20,0.9,0.5
NASDAQ,0.09240331988710201,100,3.0,20,1.0,-0.5
NASDAQ,0.11389770765547981,100,3.0,20,1.0,0.0
NASDAQ,0.1682086749794523,100,3.0,20,1.0,0.5
NASDAQ,0.07775366546467888,100,3.0,50,0.7,-0.5
NASDAQ,0.15695132707737214,100,3.0,50,0.7,0.0
NASDAQ,0.13115576132017803,100,3.0,50,0.7,0.5
NASDAQ,0.22788466805481974,100,3.0,50,0.9,-0.5
NASDAQ,0.31785996439974035,100,3.0,50,0.9,0.0
NASDAQ,0.2966113358430881,100,3.0,50,0.9,0.5
NASDAQ,0.18966616116613805,100,3.0,50,1.0,-0.5
NASDAQ,0.20123069699465945,100,3.0,50,1.0,0.0
NASDAQ,0.24607451622581725,100,3.0,50,1.0,0.5
NASDAQ,-0.2313927281544327,150,1.5,10,0.7,-0.5
NASDAQ,-0.22929936174493604,150,1.5,10,0.7,0.0
NASDAQ,-0.21456548862855906,150,1.5,10,0.7,0.5
NASDAQ,-0.26559277698486583,150,1.5,10,0.9,-0.5
NASDAQ,-0.2276720108628893,150,1.5,10,0.9,0.0
NASDAQ,-0.2265449602710905,150,1.5,10,0.9,0.5
NASDAQ,-0.216068237535245,150,1.5,10,1.0,-0.5
NASDAQ,-0.25871338187678095,150,1.5,10,1.0,0.0
NASDAQ,-0.2804069583511431,150,1.5,10,1.0,0.5
NASDAQ,0.07700391728296496,150,1.5,20,0.7,-0.5
NASDAQ,0.04722912727057328,150,1.5,20,0.7,0.0
NASDAQ,0.0457438386074684,150,1.5,20,0.7,0.5
NASDAQ,0.06747472692750174,150,1.5,20,0.9,-0.5
NASDAQ,0.061828149204254494,150,1.5,20,0.9,0.0
NASDAQ,0.043624034195783916,150,1.5,20,0.9,0.5
NASDAQ,0.08807376345835868,150,1.5,20,1.0,-0.5
NASDAQ,0.014026247217891558,150,1.5,20,1.0,0.0
NASDAQ,-0.012442648586774263,150,1.5,20,1.0,0.5
NASDAQ,0.03971382669088035,150,1.5,50,0.7,-0.5
NASDAQ,0.021526031687814536,150,1.5,50,0.7,0.0
NASDAQ,0.05322764865470778,150,1.5,50,0.7,0.5
NASDAQ,0.014196875452408575,150,1.5,50,0.9,-0.5
NASDAQ,0.03796330790936388,150,1.5,50,0.9,0.0
NASDAQ,0.06468897537193426,150,1.5,50,0.9,0.5
NASDAQ,0.00796918744725479,150,1.5,50,1.0,-0.5
NASDAQ,-0.017689363077155344,150,1.5,50,1.0,0.0
NASDAQ,0.003805806410425961,150,1.5,50,1.0,0.5
NASDAQ,-0.003187842826766358,150,2.0,10,0.7,-0.5
NASDAQ,0.01463268945247457,150,2.0,10,0.7,0.0
NASDAQ,0.06719415071862687,150,2.0,10,0.7,0.5
NASDAQ,-0.027027290952789922,150,2.0,10,0.9,-0.5
NASDAQ,0.014405089041916222,150,2.0,10,0.9,0.0
NASDAQ,0.0025505986841227236,150,2.0,10,0.9,0.5
NASDAQ,0.0019726993646655947,150,2.0,10,1.0,-0.5
NASDAQ,0.06762232586212616,150,2.0,10,1.0,0.0
NASDAQ,0.07329224797539413,150,2.0,10,1.0,0.5
NASDAQ,0.11014216597464328,150,2.0,20,0.7,-0.5
NASDAQ,0.12235831188420881,150,2.0,20,0.7,0.0
NASDAQ,0.16549331880899165,150,2.0,20,0.7,0.5
NASDAQ,0.0794031558173121,150,2.0,20,0.9,-0.5
NASDAQ,0.136380676378586,150,2.0,20,0.9,0.0
NASDAQ,0.1118713584213878,150,2.0,20,0.9,0.5
NASDAQ,0.07103827985038437,150,2.0,20,1.0,-0.5
NASDAQ,0.14216826663635998,150,2.0,20,1.0,0.0
NASDAQ,0.1476633349809293,150,2.0,20,1.0,0.5
NASDAQ,0.20884006629987767,150,2.0,50,0.7,-0.5
NASDAQ,0.21932110604768393,150,2.0,50,0.7,0.0
NASDAQ,0.2685669025400844,150,2.0,50,0.7,0.5
NASDAQ,0.17038991919406818,150,2.0,50,0.9,-0.5
NASDAQ,0.23037215400147448,150,2.0,50,0.9,0.0
NASDAQ,0.22667603776439246,150,2.0,50,0.9,0.5
NASDAQ,0.16344690729671213,150,2.0,50,1.0,-0.5
NASDAQ,0.2364333275001184,150,2.0,50,1.0,0.0
NASDAQ,0.24131920927673067,150,2.0,50,1.0,0.5
NASDAQ,-0.019297688429178065,150,2.5,10,0.7,-0.5
NASDAQ,0.03739462289711411,150,2.5,10,0.7,0.0
NASDAQ,0.01871131216885448,150,2.5,10,0.7,0.5
NASDAQ,0.1762254401120367,150,2.5,10,0.9,-0.5
NASDAQ,0.2670093778480744,150,2.5,10,0.9,0.0
NASDAQ,0.32171221749749934,150,2.5,10,0.9,0.5
NASDAQ,0.22758136839600068,150,2.5,10,1.0,-0.5
NASDAQ,0.27509549607349426,150,2.5,10,1.0,0.0
NASDAQ,0.33438040039064865,150,2.5,10,1.0,0.5
NASDAQ,-0.0017244815721235924,150,2.5,20,0.7,-0.5
NASDAQ,0.053952677507660037,150,2.5,20,0.7,0.0
NASDAQ,0.034325253265511044,150,2.5,20,0.7,0.5
NASDAQ,0.16837331280546297,150,2.5,20,0.9,-0.5
NASDAQ,0.26419013248909207,150,2.5,20,0.9,0.0
NASDAQ,0.30299507292721156,150,2.5,20,0.9,0.5
NASDAQ,0.1944376125572149,150,2.5,20,1.0,-0.5
NASDAQ,0.2531434606844124,150,2.5,20,1.0,0.0
NASDAQ,0.29899296629097877,150,2.5,20,1.0,0.5
NASDAQ,-0.021185422031360236,150,2.5,50,0.7,-0.5
NASDAQ,0.03633528064616233,150,2.5,50,0.7,0.0
NASDAQ,0.022731612718937345,150,2.5,50,0.7,0.5
NASDAQ,0.1512244115356495,150,2.5,50,0.9,-0.5
NASDAQ,0.24371101131444675,150,2.5,50,0.9,0.0
NASDAQ,0.287240256050688,150,2.5,50,0.9,0.5
NASDAQ,0.19029882518270366,150,2.5,50,1.0,-0.5
NASDAQ,0.24887159993778174,150,2.5,50,1.0,0.0
NASDAQ,0.2947839387663798,150,2.5,50,1.0,0.5
NASDAQ,0.055119612411161444,150,3.0,10,0.7,-0.5
NASDAQ,0.16664063865900353,150,3.0,10,0.7,0.0
NASDAQ,0.1971295060633545,150,3.0,10,0.7,0.5
NASDAQ,0.13093342041991093,150,3.0,10,0.9,-0.5
NASDAQ,0.16242237095469403,150,3.0,10,0.9,0.0
NASDAQ,0.1814335750040903,150,3.0,10,0.9,0.5
NASDAQ,0.14551548847185924,150,3.0,10,1.0,-0.5
NASDAQ,0.18910162314654236,150,3.0,10,1.0,0.0
NASDAQ,0.1838902504955182,150,3.0,10,1.0,0.5
NASDAQ,0.055119612411161444,150,3.0,20,0.7,-0.5
NASDAQ,0.16664063865900353,150,3.0,20,0.7,0.0
NASDAQ,0.1971295060633545,150,3.0,20,0.7,0.5
NASDAQ,0.13093342041991093,150,3.0,20,0.9,-0.5
NASDAQ,0.16242237095469403,150,3.0,20,0.9,0.0
NASDAQ,0.1814335750040903,150,3.0,20,0.9,0.5
NASDAQ,0.14551548847185924,150,3.0,20,1.0,-0.5
NASDAQ,0.18910162314654236,150,3.0,20,1.0,0.0
NASDAQ,0.1838902504955182,150,3.0,20,1.0,0.5
NASDAQ,0.05689765583999969,150,3.0,50,0.7,-0.5
NASDAQ,0.1682629628832877,150,3.0,50,0.7,0.0
NASDAQ,0.19865731433741546,150,3.0,50,0.7,0.5
NASDAQ,0.13314915637735034,150,3.0,50,0.9,-0.5
NASDAQ,0.16451782194873338,150,3.0,50,0.9,0.0
NASDAQ,0.18338418433313086,150,3.0,50,0.9,0.5
NASDAQ,0.14783478836349448,150,3.0,50,1.0,-0.5
NASDAQ,0.1912852180628766,150,3.0,50,1.0,0.0
NASDAQ,0.18594776500773794,150,3.0,50,1.0,0.5
NASDAQ,-0.07904852511216501,200,1.5,10,0.7,-0.5
NASDAQ,-0.05982792380624016,200,1.5,10,0.7,0.0
NASDAQ,-0.14651369399777414,200,1.5,10,0.7,0.5
NASDAQ,-0.0004866487909924542,200,1.5,10,0.9,-0.5
NASDAQ,-0.09237391393919116,200,1.5,10,0.9,0.0
NASDAQ,-0.16917398546559767,200,1.5,10,0.9,0.5
NASDAQ,0.08331128612981673,200,1.5,10,1.0,-0.5
NASDAQ,-0.044081859227938405,200,1.5,10,1.0,0.0
NASDAQ,-0.12707798870033152,200,1.5,10,1.0,0.5
NASDAQ,0.016694787093830737,200,1.5,20,0.7,-0.5
NASDAQ,0.027255965072230638,200,1.5,20,0.7,0.0
NASDAQ,-0.045808944913708925,200,1.5,20,0.7,0.5
NASDAQ,0.11277245335461673,200,1.5,20,0.9,-0.5
NASDAQ,0.04789758774333756,200,1.5,20,0.9,0.0
NASDAQ,-0.0066432004063777346,200,1.5,20,0.9,0.5
NASDAQ,0.18126844929659092,200,1.5,20,1.0,-0.5
NASDAQ,0.06491962504179707,200,1.5,20,1.0,0.0
NASDAQ,0.016669502266070793,200,1.5,20,1.0,0.5
NASDAQ,0.0034618536569523857,200,1.5,50,0.7,-0.5
NASDAQ,0.030027229874047927,200,1.5,50,0.7,0.0
NASDAQ,-0.05938374467148221,200,1.5,50,0.7,0.5
NASDAQ,0.04752054405828456,200,1.5,50,0.9,-0.5
NASDAQ,0.008268175638220894,200,1.5,50,0.9,0.0
NASDAQ,-0.07427408729500572,200,1.5,50,0.9,0.5
NASDAQ,0.12614598721400674,200,1.5,50,1.0,-0.5
NASDAQ,0.006652820357474387,200,1.5,50,1.0,0.0
NASDAQ,-0.06623116875776858,200,1.5,50,1.0,0.5
NASDAQ,-0.0135028510984571,200,2.0,10,0.7,-0.5
NASDAQ,-0.095366771186719,200,2.0,10,0.7,0.0
NASDAQ,-0.13784281284740812,200,2.0,10,0.7,0.5
NASDAQ,-0.1313503373284509,200,2.0,10,0.9,-0.5
NASDAQ,-0.1154765143293992,200,2.0,10,0.9,0.0
NASDAQ,-0.15380937029003489,200,2.0,10,0.9,0.5
NASDAQ,-0.1733301295936772,200,2.0,10,1.0,-0.5
NASDAQ,-0.13854450470248342,200,2.0,10,1.0,0.0
NASDAQ,-0.133559538630799,200,2.0,10,1.0,0.5
NASDAQ,0.08152763575993012,200,2.0,20,0.7,-0.5
NASDAQ,0.007583206660385754,200,2.0,20,0.7,0.0
NASDAQ,-0.046603238153771445,200,2.0,20,0.7,0.5
NASDAQ,-0.004153265350090704,200,2.0,20,0.9,-0.5
NASDAQ,0.029031014682842672,200,2.0,20,0.9,0.0
NASDAQ,-0.011615029714567677,200,2.0,20,0.9,0.5
NASDAQ,0.0002514705956801699,200,2.0,20,1.0,-0.5
NASDAQ,0.009872347529463723,200,2.0,20,1.0,0.0
NASDAQ,0.01918031412238685,200,2.0,20,1.0,0.5
NASDAQ,0.11065553557507382,200,2.0,50,0.7,-0.5
NASDAQ,0.029880719432593413,200,2.0,50,0.7,0.0
NASDAQ,-0.026919738957031022,200,2.0,50,0.7,0.5
NASDAQ,0.04816149097194271,200,2.0,50,0.9,-0.5
NASDAQ,0.07634719183843308,200,2.0,50,0.9,0.0
NASDAQ,-0.01292317396842366,200,2.0,50,0.9,0.5
NASDAQ,0.04257360687021687,200,2.0,50,1.0,-0.5
NASDAQ,0.03712158667488305,200,2.0,50,1.0,0.0
NASDAQ,-0.010888119561026357,200,2.0,50,1.0,0.5
NASDAQ,-0.004504661992339098,200,2.5,10,0.7,-0.5
NASDAQ,0.05347123088009349,200,2.5,10,0.7,0.0
NASDAQ,-0.04125710672184863,200,2.5,10,0.7,0.5
NASDAQ,0.045731619393819166,200,2.5,10,0.9,-0.5
NASDAQ,0.0655259360658282,200,2.5,10,0.9,0.0
NASDAQ,0.0018712745320727585,200,2.5,10,0.9,0.5
NASDAQ,0.1720523531904399,200,2.5,10,1.0,-0.5
NASDAQ,0.20207927074641363,200,2.5,10,1.0,0.0
NASDAQ,0.1638324962999614,200,2.5,10,1.0,0.5
NASDAQ,0.0971233515261256,200,2.5,20,0.7,-0.5
NASDAQ,0.13891996646876997,200,2.5,20,0.7,0.0
NASDAQ,0.04117014554255672,200,2.5,20,0.7,0.5
NASDAQ,0.14756729624908974,200,2.5,20,0.9,-0.5
NASDAQ,0.14000743952283254,200,2.5,20,0.9,0.0
NASDAQ,0.07765741236067003,200,2.5,20,0.9,0.5
NASDAQ,0.20631366810842586,200,2.5,20,1.0,-0.5
NASDAQ,0.22599017988126915,200,2.5,20,1.0,0.0
NASDAQ,0.16150612951888357,200,2.5,20,1.0,0.5
NASDAQ,0.0971233515261256,200,2.5,50,0.7,-0.5
NASDAQ,0.13891996646876997,200,2.5,50,0.7,0.0
NASDAQ,0.04117014554255672,200,2.5,50,0.7,0.5
NASDAQ,0.14756729624908974,200,2.5,50,0.9,-0.5
NASDAQ,0.14000743952283254,200,2.5,50,0.9,0.0
NASDAQ,0.07765741236067003,200,2.5,50,0.9,0.5
NASDAQ,0.20631366810842586,200,2.5,50,1.0,-0.5
NASDAQ,0.22599017988126915,200,2.5,50,1.0,0.0
NASDAQ,0.16150612951888357,200,2.5,50,1.0,0.5
NASDAQ,0.053047771924318476,200,3.0,10,0.7,-0.5
NASDAQ,0.07038549441848106,200,3.0,10,0.7,0.0
NASDAQ,0.018814027854552877,200,3.0,10,0.7,0.5
NASDAQ,0.17774903486414964,200,3.0,10,0.9,-0.5
NASDAQ,0.19433557140463537,200,3.0,10,0.9,0.0
NASDAQ,0.11842405773562652,200,3.0,10,0.9,0.5
NASDAQ,0.07023040724221923,200,3.0,10,1.0,-0.5
NASDAQ,0.11365743341443046,200,3.0,10,1.0,0.0
NASDAQ,0.017156217644108285,200,3.0,10,1.0,0.5
NASDAQ,0.10293269686301008,200,3.0,20,0.7,-0.5
NASDAQ,0.11773655140444286,200,3.0,20,0.7,0.0
NASDAQ,0.06360753430718671,200,3.0,20,0.7,0.5
NASDAQ,0.17593272600309406,200,3.0,20,0.9,-0.5
NASDAQ,0.19255580930237096,200,3.0,20,0.9,0.0
NASDAQ,0.11782592242260329,200,3.0,20,0.9,0.5
NASDAQ,0.08933957937297861,200,3.0,20,1.0,-0.5
NASDAQ,0.13319529813875294,200,3.0,20,1.0,0.0
NASDAQ,0.04254809658207199,200,3.0,20,1.0,0.5
NASDAQ,0.10293269686301008,200,3.0,50,0.7,-0.5
NASDAQ,0.11773655140444286,200,3.0,50,0.7,0.0
NASDAQ,0.06360753430718671,200,3.0,50,0.7,0.5
NASDAQ,0.17593272600309406,200,3.0,50,0.9,-0.5
NASDAQ,0.19255580930237096,200,3.0,50,0.9,0.0
NASDAQ,0.11782592242260329,200,3.0,50,0.9,0.5
NASDAQ,0.08933957937297861,200,3.0,50,1.0,-0.5
NASDAQ,0.13319529813875294,200,3.0,50,1.0,0.0
NASDAQ,0.04254809658207199,200,3.0,50,1.0,0.5
NASDAQ,-0.3811048697022225,250,1.5,10,0.7,-0.5
NASDAQ,-0.35287036959864476,250,1.5,10,0.7,0.0
NASDAQ,-0.2861343617743544,250,1.5,10,0.7,0.5
NASDAQ,-0.2869153861163526,250,1.5,10,0.9,-0.5
NASDAQ,-0.3265130600521995,250,1.5,10,0.9,0.0
NASDAQ,-0.3097585592210073,250,1.5,10,0.9,0.5
NASDAQ,-0.33832008776490075,250,1.5,10,1.0,-0.5
NASDAQ,-0.2866053300381292,250,1.5,10,1.0,0.0
NASDAQ,-0.33627420848697254,250,1.5,10,1.0,0.5
NASDAQ,-0.21629828104931884,250,1.5,20,0.7,-0.5
NASDAQ,-0.19447256261295207,250,1.5,20,0.7,0.0
NASDAQ,-0.13239977041068107,250,1.5,20,0.7,0.5
NASDAQ,-0.1510002225994403,250,1.5,20,0.9,-0.5
NASDAQ,-0.132223940879005,250,1.5,20,0.9,0.0
NASDAQ,-0.09685794399626356,250,1.5,20,0.9,0.5
NASDAQ,-0.16990617730586152,250,1.5,20,1.0,-0.5
NASDAQ,-0.13670541325433352,250,1.5,20,1.0,0.0
NASDAQ,-0.16751509969823475,250,1.5,20,1.0,0.5
NASDAQ,-0.20924954671178655,250,1.5,50,0.7,-0.5
NASDAQ,-0.20881679583129462,250,1.5,50,0.7,0.0
NASDAQ,-0.13572839361245895,250,1.5,50,0.7,0.5
NASDAQ,-0.16390289907721203,250,1.5,50,0.9,-0.5
NASDAQ,-0.1884634445907255,250,1.5,50,0.9,0.0
NASDAQ,-0.1738852943749745,250,1.5,50,0.9,0.5
NASDAQ,-0.19898317481901578,250,1.5,50,1.0,-0.5
NASDAQ,-0.1926238613779032,250,1.5,50,1.0,0.0
NASDAQ,-0.2277245394365078,250,1.5,50,1.0,0.5
NASDAQ,-0.3981566234186312,250,2.0,10,0.7,-0.5
NASDAQ,-0.4036964733701497,250,2.0,10,0.7,0.0
NASDAQ,-0.35677031680799776,250,2.0,10,0.7,0.5
NASDAQ,-0.3453009917912138,250,2.0,10,0.9,-0.5
NASDAQ,-0.37414244603533053,250,2.0,10,0.9,0.0
NASDAQ,-0.3440469293851857,250,2.0,10,0.9,0.5
NASDAQ,-0.281023906670057,250,2.0,10,1.0,-0.5
NASDAQ,-0.3060926472833631,250,2.0,10,1.0,0.0
NASDAQ,-0.2942034780691069,250,2.0,10,1.0,0.5
NASDAQ,-0.17343214117768163,250,2.0,20,0.7,-0.5
NASDAQ,-0.19362866069605955,250,2.0,20,0.7,0.0
NASDAQ,-0.1583044737784724,250,2.0,20,0.7,0.5
NASDAQ,-0.05703122078967973,250,2.0,20,0.9,-0.5
NASDAQ,-0.08904661393114785,250,2.0,20,0.9,0.0
NASDAQ,-0.0535821536934108,250,2.0,20,0.9,0.5
NASDAQ,0.028773215516954307,250,2.0,20,1.0,-0.5
NASDAQ,0.0018378918418189814,250,2.0,20,1.0,0.0
NASDAQ,0.02622557784841983,250,2.0,20,1.0,0.5
NASDAQ,0.009136083542001416,250,2.0,50,0.7,-0.5
NASDAQ,-0.05342450144326131,250,2.0,50,0.7,0.0
NASDAQ,-0.02555529706025258,250,2.0,50,0.7,0.5
NASDAQ,0.120618881318345,250,2.0,50,0.9,-0.5
NASDAQ,-0.024256412390484535,250,2.0,50,0.9,0.0
NASDAQ,0.0054127106228092,250,2.0,50,0.9,0.5
NASDAQ,0.2002317079015051,250,2.0,50,1.0,-0.5
NASDAQ,0.007278388378031279,250,2.0,50,1.0,0.0
NASDAQ,0.03016792824246451,250,2.0,50,1.0,0.5
NASDAQ,-0.06207597821623518,250,2.5,10,0.7,-0.5
NASDAQ,-0.15878657461076245,250,2.5,10,0.7,0.0
NASDAQ,-0.12109024875788328,250,2.5,10,0.7,0.5
NASDAQ,-0.08931987191769196,250,2.5,10,0.9,-0.5
NASDAQ,-0.1720656146963605,250,2.5,10,0.9,0.0
NASDAQ,-0.15469043990579512,250,2.5,10,0.9,0.5
NASDAQ,-0.02884272754088082,250,2.5,10,1.0,-0.5
NASDAQ,-0.13221461199356924,250,2.5,10,1.0,0.0
NASDAQ,-0.12955728415169082,250,2.5,10,1.0,0.5
NASDAQ,0.08175481112222177,250,2.5,20,0.7,-0.5
NASDAQ,-0.024641354581154105,250,2.5,20,0.7,0.0
NASDAQ,0.0029442338048594843,250,2.5,20,0.7,0.5
NASDAQ,0.08540813423902832,250,2.5,20,0.9,-0.5
NASDAQ,-0.10650234830450167,250,2.5,20,0.9,0.0
NASDAQ,-0.08853657818755686,250,2.5,20,0.9,0.5
NASDAQ,0.13870275571627816,250,2.5,20,1.0,-0.5
NASDAQ,-0.10443957797806258,250,2.5,20,1.0,0.0
NASDAQ,-0.10944742273471032,250,2.5,20,1.0,0.5
NASDAQ,0.07944722777845953,250,2.5,50,0.7,-0.5
NASDAQ,-0.026788092268658893,250,2.5,50,0.7,0.0
NASDAQ,0.0009568889863571626,250,2.5,50,0.7,0.5
NASDAQ,0.08256966191410432,250,2.5,50,0.9,-0.5
NASDAQ,-0.10887167083301794,250,2.5,50,0.9,0.0
NASDAQ,-0.09071863553798726,250,2.5,50,0.9,0.5
NASDAQ,0.13576715801438063,250,2.5,50,1.0,-0.5
NASDAQ,-0.10684410928734792,250,2.5,50,1.0,0.0
NASDAQ,-0.1116593221695339,250,2.5,50,1.0,0.5
NASDAQ,0.22578213538705022,250,3.0,10,0.7,-0.5
NASDAQ,-0.023369878132443487,250,3.0,10,0.7,0.0
NASDAQ,-0.002456993353609939,250,3.0,10,0.7,0.5
NASDAQ,0.2307391443710024,250,3.0,10,0.9,-0.5
NASDAQ,-0.046532617308279664,250,3.0,10,0.9,0.0
NASDAQ,-0.06362123194958964,250,3.0,10,0.9,0.5
NASDAQ,0.264945402602201,250,3.0,10,1.0,-0.5
NASDAQ,0.005841886939780122,250,3.0,10,1.0,0.0
NASDAQ,-0.021685592959092233,250,3.0,10,1.0,0.5
NASDAQ,0.2558271636952566,250,3.0,20,0.7,-0.5
NASDAQ,0.002552580933675129,250,3.0,20,0.7,0.0
NASDAQ,0.021508467954220727,250,3.0,20,0.7,0.5
NASDAQ,0.24114692797406342,250,3.0,20,0.9,-0.5
NASDAQ,-0.03751913247067781,250,3.0,20,0.9,0.0
NASDAQ,-0.05532474440073562,250,3.0,20,0.9,0.5
NASDAQ,0.27566061068030384,250,3.0,20,1.0,-0.5
NASDAQ,0.015024602434717777,250,3.0,20,1.0,0.0
NASDAQ,-0.013247357357406517,250,3.0,20,1.0,0.5
NASDAQ,0.2558271636952566,250,3.0,50,0.7,-0.5
NASDAQ,0.002552580933675129,250,3.0,50,0.7,0.0
NASDAQ,0.021508467954220727,250,3.0,50,0.7,0.5
NASDAQ,0.24114692797406342,250,3.0,50,0.9,-0.5
NASDAQ,-0.03751913247067781,250,3.0,50,0.9,0.0
NASDAQ,-0.05532474440073562,250,3.0,50,0.9,0.5
NASDAQ,0.27566061068030384,250,3.0,50,1.0,-0.5
NASDAQ,0.015024602434717777,250,3.0,50,1.0,0.0
NASDAQ,-0.013247357357406517,250,3.0,50,1.0,0.5
WTI,0.17972356517042487,50,1.5,10,0.7,-0.5
WTI,0.22596760427420035,50,1.5,10,0.7,0.0
WTI,0.16316878527956838,50,1.5,10,0.7,0.5
WTI,0.2325498499870815,50,1.5,10,0.9,-0.5
WTI,0.28258820256575895,50,1.5,10,0.9,0.0
WTI,0.22866325298937434,50,1.5,10,0.9,0.5
WTI,0.26127130016926137,50,1.5,10,1.0,-0.5
WTI,0.27488053253270806,50,1.5,10,1.0,0.0
WTI,0.22627085958015677,50,1.5,10,1.0,0.5
WTI,0.16315077801734845,50,1.5,20,0.7,-0.5
WTI,0.18283490369827327,50,1.5,20,0.7,0.0
WTI,0.13661577611899742,50,1.5,20,0.7,0.5
WTI,0.2041786100080752,50,1.5,20,0.9,-0.5
WTI,0.23470010633502006,50,1.5,20,0.9,0.0
WTI,0.20487796594571966,50,1.5,20,0.9,0.5
WTI,0.18838553139540617,50,1.5,20,1.0,-0.5
WTI,0.18684656098425487,50,1.5,20,1.0,0.0
WTI,0.17106664038749367,50,1.5,20,1.0,0.5
WTI,-0.024927637525018205,50,1.5,50,0.7,-0.5
WTI,0.0022686309041834497,50,1.5,50,0.7,0.0
WTI,-0.019373792397310085,50,1.5,50,0.7,0.5
WTI,-0.0074513146452423115,50,1.5,50,0.9,-0.5
WTI,0.018945508219690217,50,1.5,50,0.9,0.0
WTI,0.0047475165535726055,50,1.5,50,0.9,0.5
WTI,0.007847329805268017,50,1.5,50,1.0,-0.5
WTI,0.01972492846649064,50,1.5,50,1.0,0.0
WTI,-0.0019905195132463734,50,1.5,50,1.0,0.5
WTI,0.2034987693299794,50,2.0,10,0.7,-0.5
WTI,0.23448938588475696,50,2.0,10,0.7,0.0
WTI,0.18974726776756537,50,2.0,10,0.7,0.5
WTI,0.34441836982526225,50,2.0,10,0.9,-0.5
WTI,0.34579916314405645,50,2.0,10,0.9,0.0
WTI,0.27785995086286486,50,2.0,10,0.9,0.5
WTI,0.3350066628107108,50,2.0,10,1.0,-0.5
WTI,0.29057236834432454,50,2.0,10,1.0,0.0
WTI,0.2369896158872685,50,2.0,10,1.0,0.5
WTI,0.21007566313077222,50,2.0,20,0.7,-0.5
WTI,0.22793491984815759,50,2.0,20,0.7,0.0
WTI,0.2105071129939609,50,2.0,20,0.7,0.5
WTI,0.3263437208227521,50,2.0,20,0.9,-0.5
WTI,0.3165925074292038,50,2.0,20,0.9,0.0
WTI,0.2821637456705752,50,2.0,20,0.9,0.5
WTI,0.3868092392054514,50,2.0,20,1.0,-0.5
WTI,0.34382007927721986,50,2.0,20,1.0,0.0
WTI,0.3024019568798071,50,2.0,20,1.0,0.5
WTI,0.03425645827953007,50,2.0,50,0.7,-0.5
WTI,0.04404731943618038,50,2.0,50,0.7,0.0
WTI,0.016373036644165666,50,2.0,50,0.7,0.5
WTI,0.06604976554969108,50,2.0,50,0.9,-0.5
WTI,0.07926142624483981,50,2.0,50,0.9,0.0
