sharpe,cagr,exposure,trades,win_rate,avg_bars,max_bars,avg_win,avg_loss,long_pnl,short_pnl,bars,inst,outer,inner,bb_len
-4.410843491536638,-0.27660015340977034,0.24169117969881898,1551,0.4622823984526112,3.5493230174081236,19,0.002119802645739131,-0.006837099530386498,-1.9835311609962252,-2.1987113503511573,22777,NIFTY,3.0,1.0,10
-2.368112308949293,-0.14445329300159326,0.19611889186460024,664,0.47289156626506024,6.727409638554217,34,0.0032285815841015175,-0.008648153680555857,-0.7936588768378461,-1.219420293948827,22777,NIFTY,3.0,1.0,20
-0.8421876541216605,-0.0647270029682158,0.16521051938358872,237,0.510548523206751,15.746835443037975,52,0.007276892532611406,-0.014592596456983851,-0.4523072193692024,-0.3599299731949442,22777,NIFTY,3.0,1.0,50
-0.19164240584354095,-0.018982364022950515,0.13698028713175572,114,0.6228070175438597,27.12280701754386,82,0.01060808314523196,-0.02215526058024646,-0.05982829001925604,-0.13967401161987275,22777,NIFTY,3.0,1.0,100
-4.707802317353074,-0.2485936199489908,0.1573078105106028,1662,0.42117930204572807,2.1558363417569195,7,0.0015283088289314145,-0.004956253089538882,-1.7166244884282285,-1.9814748034561878,22777,NIFTY,3.0,1.5,10
-2.769954569787212,-0.13966768104110971,0.12429204899679501,702,0.443019943019943,4.032763532763533,15,0.0023780117569283028,-0.006858185041886217,-0.9318244824378644,-1.0101642125349442,22777,NIFTY,3.0,1.5,20
-0.9642155778642818,-0.053172212270251026,0.10190104052333494,248,0.49193548387096775,9.358870967741936,36,0.004936366246627536,-0.010330412002690074,-0.24572250244102253,-0.45367272780936785,22777,NIFTY,3.0,1.5,50
-0.31409427499715253,-0.023408625349075663,0.0849541203845985,118,0.6694915254237288,16.161016949152543,51,0.006643527317871656,-0.020385058315542565,-0.1363559413783581,-0.13382267481594087,22777,NIFTY,3.0,1.5,100
-4.855735260214952,-0.6012048968070957,0.6934147210835858,3104,0.5882731958762887,5.013853092783505,34,0.00256159965544255,-0.012746520628575548,-4.613884459480559,-6.998687933000897,22444,BANKNIFTY,1.0,0.0,10
-3.3890302310032308,-0.49435297206082474,0.7563268579575834,1727,0.614939200926462,9.828025477707007,92,0.003939638475136394,-0.01912558590690683,-3.3296795618424873,-5.204939005655705,22444,BANKNIFTY,1.0,0.0,20
-1.773201682094225,-0.32323300100485103,0.7991890928533238,772,0.6463730569948186,23.234455958549223,156,0.007170602264848582,-0.030547287637031965,-1.687284477021885,-3.073994517728397,22444,BANKNIFTY,1.0,0.0,50
-1.1196308846234058,-0.22976192820129057,0.7989663161646765,396,0.6792929292929293,45.166666666666664,293,0.01121353665474384,-0.048137875497891516,-0.6376921076762444,-2.4593767204298844,22444,BANKNIFTY,1.0,0.0,100
-5.575116422206995,-0.6374491660898732,0.6423543040456247,3722,0.5765717356260075,3.8734551316496506,34,0.001882465595079179,-0.010717452436609626,-5.357119903499304,-7.493813969557548,22444,BANKNIFTY,1.0,0.3,10
