inst,pnl,bars,side
NIFTY,0.007169792048032903,5,1.0
NIFTY,-0.0028464196684941027,11,-1.0
NIFTY,-0.056517504673563736,39,-1.0
NIFTY,0.010155330015247366,2,1.0
NIFTY,-0.020680495838747634,35,-1.0
NIFTY,0.004379707749513561,4,-1.0
NIFTY,0.0055141732909449615,1,-1.0
NIFTY,-0.005825024504652262,14,-1.0
NIFTY,-0.013795422205383375,11,1.0
NIFTY,0.0023249021078260387,6,-1.0
NIFTY,0.00037902131089065323,8,-1.0
NIFTY,0.0013411013870857985,4,-1.0
NIFTY,0.0014461912187079,7,-1.0
NIFTY,0.004684115861043122,4,-1.0
NIFTY,-0.019729387480462476,25,-1.0
NIFTY,-0.005397399864678018,14,1.0
NIFTY,-0.04526996279760066,34,1.0
NIFTY,-0.009538343406067549,19,-1.0
NIFTY,-0.0026344038754558467,10,-1.0
NIFTY,-0.0270918877168298,29,1.0
NIFTY,0.009354933879790597,3,1.0
NIFTY,-0.0025112408140263685,12,-1.0
NIFTY,0.003764226221001328,7,1.0
NIFTY,0.0053346849915528296,1,-1.0
NIFTY,0.003375007488594125,6,1.0
NIFTY,0.00682002114093741,5,-1.0
NIFTY,-0.020140255202762403,12,1.0
NIFTY,0.011041767122817858,7,1.0
NIFTY,-0.024043345600664415,28,-1.0
NIFTY,0.009427397362452785,2,1.0
NIFTY,0.005278993846417721,1,-1.0
NIFTY,-0.009702961941107983,18,-1.0
NIFTY,-0.009917977871378662,14,-1.0
NIFTY,0.005787924560949321,1,1.0
NIFTY,0.0009685236585120084,7,-1.0
NIFTY,-0.0010598140419442,13,1.0
NIFTY,0.007083949876812201,3,1.0
NIFTY,0.002498884357591847,8,-1.0
NIFTY,0.0016004718646620774,8,-1.0
NIFTY,0.0022973005090059727,6,1.0
NIFTY,-0.021365868762380634,22,-1.0
NIFTY,-0.0006474965769398298,11,-1.0
NIFTY,0.0018858460016063386,4,-1.0
NIFTY,-0.009595451321224135,19,-1.0
NIFTY,0.001945334342949158,8,1.0
NIFTY,-0.007580778216885735,16,-1.0
NIFTY,-0.002018980176430015,10,1.0
NIFTY,-0.008518795828561623,17,-1.0
NIFTY,-0.0008264822467375433,11,1.0
NIFTY,0.001648667338057952,3,-1.0
NIFTY,-0.0048886957562368554,17,1.0
NIFTY,-0.020888365223546337,15,1.0
NIFTY,0.01016931112117291,1,-1.0
NIFTY,0.0075114381048238974,1,1.0
NIFTY,-0.0038411832876788328,13,-1.0
NIFTY,-0.01812044266074289,20,1.0
NIFTY,0.010398031721708187,3,-1.0
NIFTY,0.00259769827056996,9,-1.0
NIFTY,-0.00710222002175056,12,1.0
NIFTY,0.0077571743710215585,5,-1.0
NIFTY,-0.007897131688146057,10,1.0
NIFTY,0.0025662528283455018,4,1.0
NIFTY,-0.001349841048613973,7,1.0
NIFTY,-0.008890772977771159,8,1.0
NIFTY,0.006351319966085317,5,-1.0
NIFTY,-0.012397133620129997,18,-1.0
NIFTY,-0.006391691059267706,11,1.0
NIFTY,0.010386932089628586,5,1.0
NIFTY,0.004611034571726545,6,-1.0
