inst,pnl,bars,side
HDFCBANK,0.004752043715872768,5,1.0
HDFCBANK,-0.03271866609798388,39,1.0
HDFCBANK,0.0026461671810869745,7,-1.0
HDFCBANK,0.003969762022638902,4,-1.0
HDFCBANK,0.002290305918778307,2,-1.0
HDFCBANK,0.005233198478385664,3,-1.0
HDFCBANK,0.00505570457032915,3,-1.0
HDFCBANK,-0.007319639623342199,14,1.0
HDFCBANK,0.005511889579561139,1,1.0
HDFCBANK,0.0047566300633234545,2,-1.0
HDFCBANK,0.002141290476781632,7,-1.0
HDFCBANK,0.0053343040367015105,2,-1.0
HDFCBANK,0.006250263942286375,2,1.0
HDFCBANK,0.005015959114567087,3,1.0
HDFCBANK,0.0073394573074114814,3,-1.0
HDFCBANK,-0.06601931519276757,55,-1.0
HDFCBANK,0.004033273592218291,3,1.0
HDFCBANK,0.006443086793524361,4,-1.0
HDFCBANK,0.005407666345341776,2,1.0
HDFCBANK,-0.0046050787722736655,11,1.0
HDFCBANK,-0.011404931959590171,19,-1.0
HDFCBANK,0.00783199057261049,1,1.0
HDFCBANK,-0.005865144086165139,13,1.0
HDFCBANK,-0.015138023592188894,16,-1.0
HDFCBANK,0.011809225630943198,2,1.0
HDFCBANK,-0.002871362051816219,14,1.0
HDFCBANK,-0.011060964203519636,12,-1.0
HDFCBANK,-0.004640474870362121,8,1.0
HDFCBANK,-0.00048752752128247175,8,-1.0
HDFCBANK,0.003037261608173065,4,-1.0
HDFCBANK,0.0022124505688427424,5,1.0
HDFCBANK,0.005349220633155911,4,1.0
HDFCBANK,0.006785385060742726,1,-1.0
HDFCBANK,0.0043139007590728175,6,1.0
HDFCBANK,0.003984238000899284,3,1.0
HDFCBANK,0.00399163242455256,1,1.0
HDFCBANK,0.0033350572071646017,2,-1.0
HDFCBANK,-0.005236841641636155,10,-1.0
HDFCBANK,0.003273615384600411,3,1.0
HDFCBANK,-0.031258301143928004,22,1.0
HDFCBANK,0.014524419501936675,4,-1.0
HDFCBANK,0.004799134544528641,2,-1.0
HDFCBANK,0.004583616150888069,1,-1.0
HDFCBANK,0.004695465826958134,2,1.0
HDFCBANK,0.005607303658981584,1,1.0
HDFCBANK,0.005821908182757881,1,-1.0
HDFCBANK,-0.010595478144631694,14,1.0
HDFCBANK,0.0013250254907055334,12,-1.0
HDFCBANK,0.00956670477875233,5,1.0
HDFCBANK,-0.11386893632655534,21,-1.0
HDFCBANK,0.017328716973909645,3,1.0
HDFCBANK,0.009721722721217829,3,-1.0
HDFCBANK,0.0026758831212322226,2,-1.0
HDFCBANK,-0.0018540141414365714,7,-1.0
HDFCBANK,0.009606775718792666,1,-1.0
HDFCBANK,0.0072288760708988705,1,1.0
HDFCBANK,0.004193433457413492,1,1.0
HDFCBANK,0.0049559702731645705,1,1.0
HDFCBANK,0.001695675577108446,4,1.0
HDFCBANK,0.00938211748980807,4,-1.0
HDFCBANK,0.007522564713580939,5,-1.0
HDFCBANK,0.005898090982799676,8,1.0
HDFCBANK,0.004098195065178311,2,1.0
HDFCBANK,-0.010124983722083394,16,-1.0
HDFCBANK,0.0052482369367986,1,1.0
HDFCBANK,0.004965202636503257,1,-1.0
HDFCBANK,-0.0041499056140603145,13,-1.0
HDFCBANK,0.003597703520829963,5,-1.0
HDFCBANK,0.005413507241699273,2,1.0
HDFCBANK,0.0036800432998541,2,-1.0
HDFCBANK,0.004105373368305995,1,-1.0
HDFCBANK,-0.0007925570661566849,8,1.0
HDFCBANK,0.002182913701758809,8,-1.0
HDFCBANK,-0.008281414265054769,13,-1.0
HDFCBANK,-0.0070003350553162055,14,1.0
HDFCBANK,0.0034417020967209898,6,-1.0
HDFCBANK,-0.0055532233061264666,13,1.0
HDFCBANK,0.004013283238921035,4,1.0
HDFCBANK,0.0028501137600423707,7,1.0
HDFCBANK,-0.01024825362558735,13,1.0
HDFCBANK,0.005502857986814124,3,1.0
HDFCBANK,0.003484873680573391,5,-1.0
HDFCBANK,0.003584617388654515,7,-1.0
HDFCBANK,0.006269418627006019,3,1.0
HDFCBANK,-0.01587225798544199,19,1.0
HDFCBANK,0.007729473185082564,6,1.0
HDFCBANK,0.0013277219265873904,11,1.0
HDFCBANK,0.00821237273055098,1,1.0
HDFCBANK,0.004316891886284105,4,1.0
HDFCBANK,-0.0005014335714335867,7,1.0
HDFCBANK,0.03360791098254468,6,1.0
HDFCBANK,0.026120729335420985,4,1.0
HDFCBANK,-0.043607273553609986,21,-1.0
HDFCBANK,0.002920266465702263,9,1.0
HDFCBANK,0.03193096247041605,4,-1.0
HDFCBANK,-0.0020449548185472715,10,-1.0
HDFCBANK,0.0010947226315023218,8,1.0
HDFCBANK,0.004043209215235109,6,-1.0
HDFCBANK,-0.15415115944148977,41,-1.0
HDFCBANK,0.011147786786186312,4,1.0
HDFCBANK,0.02319666816956546,2,-1.0
HDFCBANK,0.012929927879795989,7,-1.0
HDFCBANK,-0.020815688193249873,15,-1.0
HDFCBANK,0.00827841000325571,4,-1.0
HDFCBANK,0.011748364730558387,2,1.0
HDFCBANK,0.016061992950733517,1,-1.0
HDFCBANK,0.001626745688098794,9,-1.0
HDFCBANK,-0.00021493248586671937,11,-1.0
HDFCBANK,0.0073065303252690846,7,-1.0
HDFCBANK,0.006192869412529997,6,-1.0
HDFCBANK,-0.027035412397869885,19,1.0
HDFCBANK,0.01098075926345307,5,1.0
HDFCBANK,-0.039342778716242165,16,-1.0
HDFCBANK,0.011301769701479905,1,1.0
HDFCBANK,0.0037715534219219735,6,1.0
HDFCBANK,-0.013370279068524697,12,1.0
HDFCBANK,0.007009079141579793,1,1.0
HDFCBANK,-0.010211129452559663,11,1.0
HDFCBANK,-0.03677230733997762,23,-1.0
HDFCBANK,0.00452649006864569,1,-1.0
HDFCBANK,0.0026375353757742723,3,1.0
HDFCBANK,0.003090221780686666,4,-1.0
HDFCBANK,0.011855139807005694,1,-1.0
HDFCBANK,0.009226528963457555,3,-1.0
HDFCBANK,0.006713468605877474,5,-1.0
HDFCBANK,-0.00564094885986091,15,1.0
HDFCBANK,-0.0015617187952351543,7,1.0
HDFCBANK,0.008691293240287817,3,1.0
HDFCBANK,0.004417905779658676,6,1.0
HDFCBANK,0.0020183867945456767,8,1.0
HDFCBANK,0.004514168108926256,9,-1.0
HDFCBANK,-0.018189912331763137,17,1.0
HDFCBANK,0.007855293290810049,7,-1.0
HDFCBANK,-0.1328999706897367,51,-1.0
HDFCBANK,-0.009138424091505339,16,-1.0
HDFCBANK,0.007511208952331465,5,1.0
HDFCBANK,-0.008858433306889886,16,1.0
HDFCBANK,-0.1434487164141396,51,-1.0
HDFCBANK,0.016472896941139188,1,-1.0
HDFCBANK,-0.00859531288300174,10,-1.0
HDFCBANK,0.008532647331307349,4,1.0
HDFCBANK,-0.0033628009326716855,12,1.0
HDFCBANK,0.002771368897047778,9,-1.0
HDFCBANK,0.0025597667914444068,7,1.0
HDFCBANK,0.010110928150705847,1,-1.0
HDFCBANK,0.004775631658981594,1,1.0
HDFCBANK,-0.02496013935849517,24,-1.0
HDFCBANK,0.006376774803040716,4,1.0
HDFCBANK,0.0010344948401967689,7,-1.0
HDFCBANK,0.010349070849862637,5,-1.0
HDFCBANK,0.00688640927281055,4,1.0
HDFCBANK,-0.000700332133011936,7,1.0
HDFCBANK,-0.03550776931088747,17,1.0
HDFCBANK,0.013428485702951177,11,-1.0
HDFCBANK,-0.003917786087002134,12,-1.0
HDFCBANK,-0.01476193811377838,14,1.0
HDFCBANK,0.010596946525851247,1,1.0
HDFCBANK,0.0031761376923302247,5,1.0
HDFCBANK,-0.00498401262250533,7,-1.0
HDFCBANK,0.008519944674816374,3,-1.0
HDFCBANK,0.011282826480699552,2,1.0
HDFCBANK,0.004983573305594973,7,1.0
HDFCBANK,-0.005960268580471404,14,1.0
HDFCBANK,-0.0027124459837020373,15,1.0
HDFCBANK,0.015881785605164348,3,1.0
HDFCBANK,0.014342768873748017,1,-1.0
HDFCBANK,0.01284958755300113,4,-1.0
HDFCBANK,-0.019099476895840288,17,-1.0
HDFCBANK,0.012762282888631724,1,1.0
HDFCBANK,0.0010683556106741098,11,-1.0
HDFCBANK,-0.02929276231690416,18,-1.0
HDFCBANK,0.009599927023215092,1,1.0
HDFCBANK,0.006316678827379859,3,1.0
HDFCBANK,0.0035317439344445204,4,1.0
HDFCBANK,0.005022253245279871,3,-1.0
HDFCBANK,0.002630675298480982,11,1.0
HDFCBANK,0.003966508172240264,5,-1.0
HDFCBANK,0.0013059733276439753,10,-1.0
HDFCBANK,0.0027217337612330176,7,1.0
HDFCBANK,-0.004994114852230379,16,1.0
HDFCBANK,-0.008921079118505457,12,-1.0
HDFCBANK,-0.013664920450709701,17,1.0
HDFCBANK,-0.0021737340088005493,12,-1.0
HDFCBANK,-0.02616509251667401,20,1.0
HDFCBANK,0.00847265930356347,10,-1.0
HDFCBANK,0.003674509412483226,7,-1.0
HDFCBANK,0.004169136526113133,1,-1.0
HDFCBANK,0.0014332543591237226,7,1.0
HDFCBANK,0.0008775386022416237,9,1.0
HDFCBANK,-0.005514271443714478,14,-1.0
HDFCBANK,0.0005174709758133942,14,1.0
HDFCBANK,-0.023264683551250106,17,-1.0
HDFCBANK,0.002327022077619699,7,1.0
HDFCBANK,-0.007746994251544096,12,-1.0
HDFCBANK,0.006247844812834239,2,1.0
HDFCBANK,-0.0019927289322820767,15,-1.0
HDFCBANK,-0.013419454013161155,15,-1.0
HDFCBANK,0.005357267905340826,2,1.0
HDFCBANK,0.005830204138852762,5,-1.0
HDFCBANK,0.009244791682927541,2,1.0
HDFCBANK,-0.029078354850996902,19,1.0
HDFCBANK,0.010425324356028767,4,-1.0
HDFCBANK,0.007274952017075142,2,1.0
HDFCBANK,0.0010066190402815655,7,-1.0
HDFCBANK,0.009924625269625908,7,1.0
HDFCBANK,0.0022963514892720594,9,1.0
HDFCBANK,0.003979246309966186,1,1.0
HDFCBANK,-0.031944038825852505,17,1.0
HDFCBANK,0.007316007627587332,1,-1.0
HDFCBANK,0.0029793649382826443,4,1.0
HDFCBANK,0.006442776167625952,3,1.0
HDFCBANK,0.003324818981821756,7,-1.0
HDFCBANK,-0.050675224897658314,30,-1.0
HDFCBANK,0.003835169127676193,8,1.0
HDFCBANK,-0.00781582490082546,11,1.0
HDFCBANK,0.01411956157075234,5,1.0
HDFCBANK,0.008921327371573603,3,-1.0
HDFCBANK,-0.0026634669777206342,11,-1.0
HDFCBANK,-0.024765281985672676,14,1.0
HDFCBANK,0.004401908893705808,7,-1.0
HDFCBANK,0.010037091084614865,9,1.0
HDFCBANK,0.00653534138470754,1,1.0
HDFCBANK,0.005769716955644457,5,-1.0
HDFCBANK,-0.08461012348977094,39,1.0
HDFCBANK,0.0051141410459506365,11,-1.0
HDFCBANK,-0.015266280136116361,14,-1.0
HDFCBANK,0.017586775949622668,5,1.0
HDFCBANK,-0.10689190446123875,35,-1.0
HDFCBANK,0.0061362928375301076,7,1.0
HDFCBANK,-0.08110892165278888,27,1.0
HDFCBANK,-0.002839105951182369,7,-1.0
HDFCBANK,-0.03148828813772686,22,1.0
HDFCBANK,0.014646781621069775,6,-1.0
HDFCBANK,0.00378377346161539,11,1.0
HDFCBANK,0.0032930532015605037,6,-1.0
HDFCBANK,0.006950259298866345,7,1.0
HDFCBANK,-0.04513829042969752,28,-1.0
HDFCBANK,0.00682841424835919,1,-1.0
HDFCBANK,-0.02878882046248134,27,1.0
HDFCBANK,-0.0058206905183264225,11,1.0
HDFCBANK,0.0025006151748676163,9,-1.0
HDFCBANK,-0.00026351721633998266,12,-1.0
HDFCBANK,0.007718223471309187,3,1.0
HDFCBANK,0.005683964079007067,1,-1.0
HDFCBANK,0.004097053452320307,1,1.0
HDFCBANK,0.003191842456545344,3,-1.0
HDFCBANK,0.0010020306171886456,5,-1.0
HDFCBANK,-0.015150675109324094,21,-1.0
HDFCBANK,0.002571842635873896,12,1.0
HDFCBANK,0.0033931677848461315,7,1.0
HDFCBANK,0.002875250528309592,11,-1.0
HDFCBANK,-0.013188458224632472,20,-1.0
HDFCBANK,-0.024074037275473657,26,-1.0
HDFCBANK,-0.028135656155288364,26,-1.0
HDFCBANK,0.005924915847631325,9,1.0
HDFCBANK,0.00511926976274177,5,-1.0
HDFCBANK,-0.001869716666408113,8,1.0
HDFCBANK,0.0006749948918465763,12,-1.0
HDFCBANK,0.009829089491859663,3,1.0
HDFCBANK,0.0046142118607091515,7,-1.0
HDFCBANK,0.0020312122227673997,7,-1.0
HDFCBANK,0.0014020426521859125,6,-1.0
HDFCBANK,0.0049714837288423585,8,1.0
HDFCBANK,-0.0709120888290216,43,1.0
HDFCBANK,0.00013459207244407293,7,-1.0
HDFCBANK,0.00825375125558316,2,1.0
HDFCBANK,0.006509003207823526,3,-1.0
HDFCBANK,0.006527768168008547,3,-1.0
HDFCBANK,-0.0334989621285368,20,-1.0
HDFCBANK,-0.008523352311547952,12,-1.0
HDFCBANK,-0.0030684011558509312,8,-1.0
HDFCBANK,0.003959413471943758,1,-1.0
HDFCBANK,-0.024629816761280572,37,-1.0
HDFCBANK,0.0008377403993744524,6,1.0
HDFCBANK,-0.030313041764338685,33,-1.0
HDFCBANK,-0.004593637227054516,12,1.0
HDFCBANK,0.00533145735876516,4,-1.0
HDFCBANK,0.00673221680827252,1,-1.0
HDFCBANK,0.004513034903326032,3,1.0
HDFCBANK,-0.0020572791938432895,12,-1.0
HDFCBANK,0.005000909726447751,4,-1.0
HDFCBANK,0.0015683104627224268,6,1.0
HDFCBANK,0.006503420354700488,4,1.0
HDFCBANK,-0.024037013723355604,23,1.0
ICICIBANK,0.0015180391635984535,7,-1.0
ICICIBANK,0.0020654467315361674,4,1.0
ICICIBANK,0.0062164154952170725,2,-1.0
ICICIBANK,-0.0332137496863952,19,1.0
ICICIBANK,-0.005667440195231391,14,1.0
ICICIBANK,0.00490508500604471,12,-1.0
ICICIBANK,-0.02230437274953152,14,1.0
ICICIBANK,-0.06585820755134898,13,-1.0
ICICIBANK,0.004673520277850196,3,1.0
ICICIBANK,0.0051454146080765735,2,1.0
ICICIBANK,0.0038553757149704148,3,1.0
ICICIBANK,0.001961401303416666,8,1.0
ICICIBANK,-0.019921849812968625,21,1.0
ICICIBANK,0.005158994257027795,4,-1.0
ICICIBANK,0.006067429097035775,2,1.0
ICICIBANK,0.005312754322689476,2,-1.0
ICICIBANK,0.0009148283261929369,7,1.0
ICICIBANK,0.0011848838193080783,9,1.0
ICICIBANK,0.011448511679016723,5,-1.0
ICICIBANK,0.0042593472485968125,5,-1.0
ICICIBANK,0.004404709903027364,5,1.0
ICICIBANK,0.0027163758685490886,7,1.0
ICICIBANK,-0.09105755418705005,31,-1.0
ICICIBANK,-0.04022527019865749,19,1.0
ICICIBANK,0.013094041167147883,11,1.0
ICICIBANK,-0.0022721184989281736,11,1.0
ICICIBANK,0.012845468728917061,3,1.0
ICICIBANK,-0.03777099566290062,21,1.0
ICICIBANK,-0.03065003659721631,12,1.0
ICICIBANK,-0.009548383427205617,13,-1.0
ICICIBANK,-0.007600657584773827,7,-1.0
ICICIBANK,-0.0758794516773379,23,-1.0
ICICIBANK,0.01700603728546812,5,1.0
ICICIBANK,0.004048740580227634,4,-1.0
ICICIBANK,0.004800230940898291,8,-1.0
ICICIBANK,0.005565921729223021,7,-1.0
ICICIBANK,-0.028044266624574744,17,1.0
ICICIBANK,0.024483694248315573,6,-1.0
ICICIBANK,0.005771839499238259,7,-1.0
ICICIBANK,0.001115980890837695,7,-1.0
ICICIBANK,0.0085307213436412,4,1.0
ICICIBANK,0.016862861058558543,5,-1.0
ICICIBANK,-0.0031545868949387915,8,-1.0
ICICIBANK,0.013913678897116232,1,-1.0
ICICIBANK,-0.054072585535871194,28,1.0
ICICIBANK,0.01124322646311049,5,1.0
ICICIBANK,-0.006271093074189857,7,1.0
ICICIBANK,0.012096945931046666,2,1.0
ICICIBANK,0.010747718201240219,1,-1.0
ICICIBANK,-0.024631923772837194,18,-1.0
ICICIBANK,0.005710466248516874,2,-1.0
ICICIBANK,0.004848028492096255,3,-1.0
ICICIBANK,-0.021874196451348603,20,1.0
ICICIBANK,0.00956473410346447,1,1.0
ICICIBANK,0.006560017168136482,5,-1.0
ICICIBANK,0.009971140564780457,5,-1.0
ICICIBANK,-0.0069092499968711,9,1.0
ICICIBANK,0.013191813852195233,6,-1.0
ICICIBANK,0.019268325188273032,4,-1.0
ICICIBANK,0.012298328959860489,5,-1.0
ICICIBANK,0.01984457087218676,1,1.0
ICICIBANK,0.0020051489455646197,6,1.0
ICICIBANK,-0.050918157845408187,15,-1.0
ICICIBANK,0.0061094768490221685,6,1.0
ICICIBANK,0.00717803382845284,1,-1.0
ICICIBANK,-0.005684485739811146,10,-1.0
ICICIBANK,-0.006508929943299568,13,1.0
ICICIBANK,0.00760584240213242,6,-1.0
ICICIBANK,-0.009404638328777677,17,1.0
ICICIBANK,0.005644995473071153,2,-1.0
ICICIBANK,0.005869768293626888,3,-1.0
ICICIBANK,0.008722807751455617,1,-1.0
ICICIBANK,0.0055414887851203895,5,-1.0
ICICIBANK,-0.017703713147189482,16,-1.0
ICICIBANK,0.008378402499773759,3,1.0
ICICIBANK,-0.003164173337052142,13,1.0
ICICIBANK,0.009881455270542126,4,-1.0
ICICIBANK,0.00817673306921183,4,1.0
ICICIBANK,-0.0004517180151576018,7,1.0
ICICIBANK,-0.05127646517255076,26,1.0
ICICIBANK,0.0141703557400797,7,1.0
ICICIBANK,-0.022639287781930535,26,1.0
ICICIBANK,0.004449633248110813,7,1.0
ICICIBANK,0.0026014601766474023,10,1.0
ICICIBANK,-0.04431909464891968,28,-1.0
ICICIBANK,0.01685674431082644,1,-1.0
ICICIBANK,0.003643772134748505,8,1.0
ICICIBANK,0.006110043985667406,2,1.0
ICICIBANK,-0.0033401532690971623,8,-1.0
ICICIBANK,-0.014295343035299283,13,-1.0
ICICIBANK,0.013109369260685427,6,1.0
ICICIBANK,0.008616147758220649,2,-1.0
ICICIBANK,0.0072188369310228215,2,-1.0
ICICIBANK,-0.002935943085525684,10,-1.0
ICICIBANK,0.004803885729993163,5,-1.0
ICICIBANK,-0.011141621601885048,14,-1.0
ICICIBANK,-0.004007076873063071,10,1.0
ICICIBANK,0.012417616773604135,2,-1.0
ICICIBANK,0.0033980010843221733,5,-1.0
ICICIBANK,0.006614176843991527,1,-1.0
ICICIBANK,0.0030260883340908623,5,1.0
ICICIBANK,0.0033445359638620445,10,-1.0
ICICIBANK,-0.00737567357656208,16,-1.0
ICICIBANK,0.008090197858103061,2,1.0
ICICIBANK,-0.009120729464793626,16,-1.0
ICICIBANK,0.006995838962898718,3,1.0
ICICIBANK,0.00697172405204935,2,-1.0
ICICIBANK,0.004234039875119233,1,1.0
ICICIBANK,0.00462981967452338,1,-1.0
ICICIBANK,-0.011087951910626346,12,1.0
ICICIBANK,0.007026724842902158,1,-1.0
ICICIBANK,0.006422097594477249,2,1.0
ICICIBANK,0.0065788832224695625,3,1.0
ICICIBANK,-0.005662668136741577,11,1.0
ICICIBANK,0.007777404873220301,7,1.0
ICICIBANK,0.0067365500103154325,6,-1.0
ICICIBANK,0.004134348745560278,7,-1.0
ICICIBANK,-0.017301135775895496,14,1.0
ICICIBANK,0.007941183089522174,10,1.0
ICICIBANK,-0.001513571911682433,11,1.0
ICICIBANK,-0.0021277363618715417,8,-1.0
ICICIBANK,0.003603873666774544,9,-1.0
ICICIBANK,0.00902064967741566,7,1.0
ICICIBANK,-0.0666072548089979,19,-1.0
ICICIBANK,0.008347420152682033,5,1.0
ICICIBANK,0.015208308597746514,5,-1.0
ICICIBANK,0.016432256550739405,1,-1.0
ICICIBANK,0.004992541198403296,6,-1.0
ICICIBANK,0.0065547780267613135,4,-1.0
ICICIBANK,0.00998103554965164,1,-1.0
ICICIBANK,-0.019717133782839215,14,-1.0
ICICIBANK,-0.035832887862817,27,-1.0
ICICIBANK,0.007765443043135781,5,1.0
ICICIBANK,0.0062207539760609255,2,1.0
ICICIBANK,0.004531774592245943,4,-1.0
ICICIBANK,0.008244813949532512,2,1.0
ICICIBANK,-0.0035130857945754167,13,-1.0
ICICIBANK,0.0019867772367390636,9,-1.0
ICICIBANK,0.004776419663411413,6,1.0
ICICIBANK,-0.024115522955250712,17,-1.0
ICICIBANK,0.002508780053350184,5,-1.0
ICICIBANK,0.007462582339879817,2,-1.0
ICICIBANK,0.0009348521649051218,8,-1.0
ICICIBANK,0.0026214426626906865,11,-1.0
ICICIBANK,0.00393146990184561,1,-1.0
ICICIBANK,0.004099673357839892,2,1.0
ICICIBANK,0.004239495918841757,1,-1.0
ICICIBANK,0.004976059130475287,2,1.0
ICICIBANK,0.0006597281452925842,10,-1.0
ICICIBANK,0.00588173978117499,2,1.0
ICICIBANK,0.008635322422896925,4,-1.0
ICICIBANK,-0.00019990099313432072,7,-1.0
ICICIBANK,0.010155768835197133,1,1.0
ICICIBANK,0.009197352091598256,1,1.0
ICICIBANK,0.006589566962326804,2,1.0
ICICIBANK,0.003387721690596229,1,-1.0
ICICIBANK,0.0016654715905765362,6,-1.0
ICICIBANK,0.0019165160078067768,9,1.0
ICICIBANK,-0.026891152351498755,20,1.0
ICICIBANK,0.04041301761325374,3,1.0
ICICIBANK,-0.0007537186089948886,7,1.0
ICICIBANK,0.0021606571236085195,15,-1.0
ICICIBANK,0.032533360123368965,3,-1.0
ICICIBANK,0.03936261157646119,1,1.0
ICICIBANK,-0.021959142954047835,12,-1.0
ICICIBANK,-0.009674439859872184,8,1.0
ICICIBANK,0.010326660079983983,4,-1.0
ICICIBANK,-0.006473207318568272,13,1.0
ICICIBANK,-0.08620280190687264,25,-1.0
ICICIBANK,0.004426835087122644,9,-1.0
ICICIBANK,0.016847406390148468,5,1.0
ICICIBANK,-0.05185104621118224,24,-1.0
ICICIBANK,0.016088547704033635,7,1.0
ICICIBANK,0.01798968609813292,5,1.0
ICICIBANK,0.0016154581443581534,10,-1.0
ICICIBANK,-0.010931319482817196,10,-1.0
ICICIBANK,0.0057516039858215495,7,1.0
ICICIBANK,-0.00954628368563094,11,1.0
ICICIBANK,-0.0799394474968633,30,-1.0
ICICIBANK,-0.0464840107606996,17,1.0
ICICIBANK,0.010865802014748396,4,-1.0
ICICIBANK,-0.0069425884830125175,15,-1.0
ICICIBANK,0.010707369966511943,2,-1.0
ICICIBANK,0.006459773639453114,1,-1.0
ICICIBANK,0.003337860216108297,3,1.0
ICICIBANK,0.0066302334273373635,6,1.0
ICICIBANK,0.008949332325274647,7,-1.0
ICICIBANK,-0.06607363963654134,37,-1.0
ICICIBANK,-0.01718112884499455,19,1.0
ICICIBANK,-0.0024605676230756747,7,1.0
ICICIBANK,0.007639442421754446,3,1.0
ICICIBANK,0.010578894560017893,2,-1.0
ICICIBANK,0.011211463668121506,1,1.0
ICICIBANK,-0.03438561899758261,19,1.0
ICICIBANK,-0.03182043916892424,21,-1.0
ICICIBANK,-0.04213088522239859,22,-1.0
ICICIBANK,-0.01614807890910991,18,-1.0
ICICIBANK,0.02198661611389615,1,1.0
ICICIBANK,0.008975211980955732,6,1.0
ICICIBANK,0.020277358631561774,1,1.0
ICICIBANK,0.011832348888128865,5,1.0
ICICIBANK,-0.04855437523510123,16,-1.0
ICICIBANK,0.009639045157669592,4,-1.0
ICICIBANK,0.007201034849495656,7,-1.0
ICICIBANK,-0.04330097404931227,22,-1.0
ICICIBANK,0.006139790921068615,1,-1.0
ICICIBANK,0.005971335508846592,1,-1.0
ICICIBANK,0.0029350806655776204,3,1.0
ICICIBANK,0.008033457871575281,2,-1.0
ICICIBANK,-0.00449529843988445,9,-1.0
ICICIBANK,0.007839391910290023,1,1.0
ICICIBANK,-0.0021893131365015536,15,-1.0
ICICIBANK,0.0069827698945087125,3,1.0
ICICIBANK,-0.012091001669379877,14,-1.0
ICICIBANK,0.008184671315988197,2,1.0
ICICIBANK,-0.010825487349768757,15,-1.0
ICICIBANK,-0.006942376972501724,15,1.0
ICICIBANK,-0.02431181294279907,24,1.0
ICICIBANK,-0.007511471807303748,14,-1.0
ICICIBANK,-0.02519655613198191,15,1.0
ICICIBANK,0.004094670384542658,7,-1.0
ICICIBANK,0.011997945690620576,12,1.0
ICICIBANK,0.009162839332636305,2,-1.0
ICICIBANK,0.006278835254361874,6,1.0
ICICIBANK,0.011611473380185458,4,-1.0
ICICIBANK,-0.023096398416069797,12,1.0
ICICIBANK,0.01940927117401487,5,1.0
ICICIBANK,0.012983836077873111,7,-1.0
ICICIBANK,-0.052367936635844575,28,-1.0
ICICIBANK,0.007612392341093457,1,-1.0
ICICIBANK,0.0068130984409119485,3,1.0
ICICIBANK,0.005503879904686333,5,1.0
ICICIBANK,0.001766567004797716,8,1.0
ICICIBANK,0.007044752276590464,3,1.0
ICICIBANK,0.0022225193323767976,5,1.0
ICICIBANK,-0.0002468258037660832,11,1.0
ICICIBANK,-0.004864388133770941,10,1.0
ICICIBANK,-0.020462494263372613,21,-1.0
ICICIBANK,-0.015984599299936585,19,1.0
ICICIBANK,-0.018114556565479625,17,-1.0
ICICIBANK,0.008241452095139273,7,-1.0
ICICIBANK,0.0020232283398405257,5,1.0
ICICIBANK,0.008130745073551314,1,1.0
ICICIBANK,-0.008697101029715076,11,1.0
ICICIBANK,-0.0274218347091078,22,-1.0
ICICIBANK,0.002196060524955816,3,1.0
ICICIBANK,-0.002035352810827296,8,1.0
ICICIBANK,0.0027017153871377237,7,1.0
ICICIBANK,0.009191887404318564,2,-1.0
ICICIBANK,-0.00279870265294887,14,1.0
ICICIBANK,-0.03576582970077614,17,-1.0
ICICIBANK,-0.01002650691839086,14,1.0
ICICIBANK,0.007281237760292031,4,1.0
ICICIBANK,0.0023393586250621094,7,1.0
ICICIBANK,0.007722836300785502,1,-1.0
ICICIBANK,0.0037419622101494097,8,1.0
ICICIBANK,0.007761341635292916,3,1.0
ICICIBANK,-0.006147824627268915,10,1.0
ICICIBANK,0.002045302235168522,3,-1.0
ICICIBANK,0.009891446100281722,2,1.0
ICICIBANK,-0.03467652252664073,19,1.0
ICICIBANK,0.010169764028126324,1,1.0
ICICIBANK,0.0017012855643814054,15,-1.0
ICICIBANK,0.008960428011567942,1,1.0
ICICIBANK,0.003595363127360328,4,-1.0
ICICIBANK,-0.0458192115149092,21,-1.0
ICICIBANK,0.010849136144839427,1,1.0
ICICIBANK,0.0074557853432182805,1,-1.0
ICICIBANK,0.002110512029423858,4,1.0
ICICIBANK,0.011864791914059761,4,1.0
ICICIBANK,0.009787415347761922,4,1.0
ICICIBANK,0.007827755947537818,3,1.0
ICICIBANK,0.006372273056477108,3,-1.0
ICICIBANK,0.010915824577723355,7,-1.0
ICICIBANK,-0.013123559197957506,17,1.0
ICICIBANK,-0.02590357236923318,13,1.0
ICICIBANK,0.019002515452626326,3,-1.0
ICICIBANK,-0.0027199025887174686,10,-1.0
ICICIBANK,0.01629179497532381,1,1.0
ICICIBANK,0.013537975027783845,3,-1.0
ICICIBANK,0.012920367934996433,2,1.0
ICICIBANK,0.008651574654861464,4,-1.0
ICICIBANK,-0.014625956483343009,16,-1.0
ICICIBANK,0.010900454395478714,1,-1.0
ICICIBANK,-0.003439458156849796,10,1.0
ICICIBANK,0.012480653941712189,3,1.0
ICICIBANK,-0.019167302353837255,20,1.0
ICICIBANK,-0.026885967310750984,21,1.0
ICICIBANK,-0.03346900047319145,27,-1.0
ICICIBANK,0.004507746597567344,1,-1.0
ICICIBANK,0.0042244224206572645,3,1.0
ICICIBANK,0.00588727307647442,1,-1.0
ICICIBANK,0.004009987226718521,4,1.0
ICICIBANK,-0.014386459425854373,19,1.0
ICICIBANK,-0.04046847668684966,18,1.0
ICICIBANK,0.0037386560795974596,5,-1.0
ICICIBANK,-0.005688181707871827,14,-1.0
